"Status","Candidates","ReportsParsed","NumericPasses","DiscoveryEligible","SelectedCandidate","HoldoutPermitted","Model4Opened","NewBest","SourceSha256","PortableBinarySha256","ResultsSha256","RunAttestationSha256"
"REJECTED_IN_DISCOVERY","15","45","0","0","","False","False","False","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","22E1C7F9FB3AA451F7DB93A34C08CB48AD3AFB1C46E131BEDEBB56D0BFBCF213","811201AD0C983C8A8847C6C4CE0882C7F66F03C57F38B533E7B18830F7C87289"
