"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","r10_a7_current","2020_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\001_r10_a7_current_2020_full_m1.ini","True","r10_activity_probe_r10_a7_current_2020_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_current_2020_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:20:11","2026-07-14T21:20:21"
"2","r10_a7_current","2022_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\002_r10_a7_current_2022_full_m1.ini","True","r10_activity_probe_r10_a7_current_2022_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_current_2022_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:20:21","2026-07-14T21:20:32"
"3","r10_a7_current","2024_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\003_r10_a7_current_2024_full_m1.ini","True","r10_activity_probe_r10_a7_current_2024_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_current_2024_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:20:32","2026-07-14T21:20:41"
"4","r10_a7_current","2025_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\004_r10_a7_current_2025_full_m1.ini","True","r10_activity_probe_r10_a7_current_2025_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_current_2025_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:20:41","2026-07-14T21:20:51"
"5","r10_a7_current","2026_ytd","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\005_r10_a7_current_2026_ytd_m1.ini","True","r10_activity_probe_r10_a7_current_2026_ytd_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_current_2026_ytd_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:20:51","2026-07-14T21:21:01"
"6","r10_a7_dfg_risk_25_45_50","2020_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\006_r10_a7_dfg_risk_25_45_50_2020_full_m1.ini","True","r10_activity_probe_r10_a7_dfg_risk_25_45_50_2020_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_dfg_risk_25_45_50_2020_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:21:01","2026-07-14T21:21:11"
"7","r10_a7_dfg_risk_25_45_50","2022_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\007_r10_a7_dfg_risk_25_45_50_2022_full_m1.ini","True","r10_activity_probe_r10_a7_dfg_risk_25_45_50_2022_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_dfg_risk_25_45_50_2022_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:21:11","2026-07-14T21:21:21"
"8","r10_a7_dfg_risk_25_45_50","2024_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\008_r10_a7_dfg_risk_25_45_50_2024_full_m1.ini","True","r10_activity_probe_r10_a7_dfg_risk_25_45_50_2024_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_dfg_risk_25_45_50_2024_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:21:21","2026-07-14T21:21:31"
"9","r10_a7_dfg_risk_25_45_50","2025_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\009_r10_a7_dfg_risk_25_45_50_2025_full_m1.ini","True","r10_activity_probe_r10_a7_dfg_risk_25_45_50_2025_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_dfg_risk_25_45_50_2025_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:21:31","2026-07-14T21:21:40"
"10","r10_a7_dfg_risk_25_45_50","2026_ytd","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\010_r10_a7_dfg_risk_25_45_50_2026_ytd_m1.ini","True","r10_activity_probe_r10_a7_dfg_risk_25_45_50_2026_ytd_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_dfg_risk_25_45_50_2026_ytd_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:21:40","2026-07-14T21:21:50"
"11","r10_a7_fmlr_blend","2020_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\r10_activity_probe_package\configs\011_r10_a7_fmlr_blend_2020_full_m1.ini","True","r10_activity_probe_r10_a7_fmlr_blend_2020_full_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\r10_activity_probe_r10_a7_fmlr_blend_2020_full_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T21:21:50","2026-07-14T21:22:00"
