"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2019_full","4","outputs\range_elite_model4_yearly_package\configs\001_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2019_full_m4.ini","outputs\range_elite_model4_yearly_package\configs\001_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2019_full_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2019_full_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2019_full_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"2","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2020_full","4","outputs\range_elite_model4_yearly_package\configs\002_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2020_full_m4.ini","outputs\range_elite_model4_yearly_package\configs\002_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2020_full_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2020_full_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2020_full_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"3","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2021_full","4","outputs\range_elite_model4_yearly_package\configs\003_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2021_full_m4.ini","outputs\range_elite_model4_yearly_package\configs\003_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2021_full_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2021_full_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2021_full_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"4","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2022_full","4","outputs\range_elite_model4_yearly_package\configs\004_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2022_full_m4.ini","outputs\range_elite_model4_yearly_package\configs\004_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2022_full_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2022_full_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2022_full_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"5","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2023_full","4","outputs\range_elite_model4_yearly_package\configs\005_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2023_full_m4.ini","outputs\range_elite_model4_yearly_package\configs\005_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2023_full_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2023_full_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2023_full_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"6","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2024_full","4","outputs\range_elite_model4_yearly_package\configs\006_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2024_full_m4.ini","outputs\range_elite_model4_yearly_package\configs\006_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2024_full_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2024_full_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2024_full_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"7","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2025_full","4","outputs\range_elite_model4_yearly_package\configs\007_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2025_full_m4.ini","outputs\range_elite_model4_yearly_package\configs\007_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2025_full_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2025_full_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2025_full_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"8","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2026_ytd","4","outputs\range_elite_model4_yearly_package\configs\008_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2026_ytd_m4.ini","outputs\range_elite_model4_yearly_package\configs\008_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2026_ytd_m4.ini","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2026_ytd_m4","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2026_ytd_m4","3690755F9F97B3556222E8FACA784294A6BADF41BEDCAB5CC5CEB4EE7B12F836","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
