"QueueRank","Candidate","Window","Model","ExpectedReportName","Status","SourcePath","DestinationPath","Action"
"1","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2019_full","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2019_full_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2019_full_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2019_full_m4.htm","Moved to reports_here"
"2","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2020_full","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2020_full_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2020_full_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2020_full_m4.htm","Moved to reports_here"
"3","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2021_full","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2021_full_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2021_full_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2021_full_m4.htm","Moved to reports_here"
"4","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2022_full","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2022_full_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2022_full_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2022_full_m4.htm","Moved to reports_here"
"5","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2023_full","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2023_full_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2023_full_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2023_full_m4.htm","Moved to reports_here"
"6","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2024_full","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2024_full_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2024_full_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2024_full_m4.htm","Moved to reports_here"
"7","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2025_full","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2025_full_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2025_full_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2025_full_m4.htm","Moved to reports_here"
"8","CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE","2026_ytd","4","peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2026_ytd_m4","ROUTED","outputs\returned_mt5_reports\first_pass_inbox\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2026_ytd_m4.htm","outputs\range_elite_model4_yearly_package\reports_here\peak_r20_oos_CANDIDATE_PRIMARY_AUG40_REVERSE_OFF_FSD_STRICT_MFE_AUGUST_ONLY_MICRO_R035_RANGE_ELITE_PROFILE_2026_ytd_m4.htm","Moved to reports_here"
