"Candidate","SourceType","Phase","Expected","ParsedReports","ParsedLogs","ParsedTotal","Missing","Unparsed","TotalNetProfit","WorstNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","WorstDrawdownPercent","MinProfitFactor","TotalTrades"
"r10_a7_current","r10_activity_probe","phase7_activity_probe_model1","5","5","0","5","0","0","110.19","-45.14","3.2","-4.52","3.25","-4.52","6.55","0","21"
"r10_a7_dfg_risk_25_45_50","r10_activity_probe","phase7_activity_probe_model1","5","5","0","5","0","0","110.19","-45.14","3.2","-4.52","3.25","-4.52","6.55","0","21"
"r10_a7_fmlr_blend","r10_activity_probe","phase7_activity_probe_model1","5","5","0","5","0","0","110.19","-45.14","3.2","-4.52","3.25","-4.52","6.55","0","21"
"r10_a7_fmlr_tight","r10_activity_probe","phase7_activity_probe_model1","5","5","0","5","0","0","110.19","-45.14","3.2","-4.52","3.25","-4.52","6.55","0","21"
"r10_a7_dfg_fmlr_blend","r10_activity_probe","phase7_activity_probe_model1","5","5","0","5","0","0","110.19","-45.14","3.2","-4.52","3.25","-4.52","6.55","0","21"
"r10_a7_dfg_fmlr_tight","r10_activity_probe","phase7_activity_probe_model1","5","5","0","5","0","0","110.19","-45.14","3.2","-4.52","3.25","-4.52","6.55","0","21"
