"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","r10_a7_dfg_spread29","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\011_r10_a7_dfg_spread29_2021_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\011_r10_a7_dfg_spread29_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2021_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_2021_full_m1","9F7FDB2EBE346C35B9FA7EDA687DFC2992943F98105B627D3BBD678BE78F6C85","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"12","r10_a7_dfg_spread29","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\012_r10_a7_dfg_spread29_2022_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\012_r10_a7_dfg_spread29_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2022_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_2022_full_m1","71DAD2209C17D96BBD3A05C1DA1444B762C571C7B01A4F77F670096F128F5B22","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"13","r10_a7_dfg_spread29","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\013_r10_a7_dfg_spread29_2023_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\013_r10_a7_dfg_spread29_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2023_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_2023_full_m1","9973AC6286CF7965C32AA5A97D46336058F3B6687546C5AEC3BE27A0888C61B4","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"14","r10_a7_dfg_spread29","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\014_r10_a7_dfg_spread29_2024_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\014_r10_a7_dfg_spread29_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2024_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_2024_full_m1","83EA21729CA3783FCF3F2E69358952D8F7D3CA54F1A1AA433B3A2D59D854113A","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"15","r10_a7_dfg_spread29","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\015_r10_a7_dfg_spread29_2025_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\015_r10_a7_dfg_spread29_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2025_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_2025_full_m1","DB3C6A2D7D1F78019AE323D07AF6449479F75A819D456CD2A33F298EE14A4BD7","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"16","r10_a7_dfg_spread29","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_yearly_package\configs\016_r10_a7_dfg_spread29_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\016_r10_a7_dfg_spread29_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2026_ytd_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_2026_ytd_m1","CA3835D4F38D9F9C8DC13303106B56F6095807171D862B9A821109DDE06798F3","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"17","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\017_r10_a7_dfg_spread27_2019_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\017_r10_a7_dfg_spread27_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2019_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2019_full_m1","9CB65565A133B40487778EFC096248AF6A7A9E3BCA20C4787895B212EB378C03","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"18","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\018_r10_a7_dfg_spread27_2020_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\018_r10_a7_dfg_spread27_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2020_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2020_full_m1","33DD9D72A75C3FE936A8F2F6967E15B8457F74FCA43F705818D2A2BD89182DAF","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"19","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\019_r10_a7_dfg_spread27_2021_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\019_r10_a7_dfg_spread27_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2021_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2021_full_m1","F3E32CBC04D657FEDA62650748810BA3333942EF2A6D401D7C2B41145C243EFC","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"20","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\020_r10_a7_dfg_spread27_2022_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\020_r10_a7_dfg_spread27_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2022_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2022_full_m1","783FFB213403C0CAF7BCF0A581CA645AF88855A0858254B7885E0C9B7D53BF7A","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"21","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\021_r10_a7_dfg_spread27_2023_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\021_r10_a7_dfg_spread27_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2023_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2023_full_m1","FF9C2A14298B009221DA09DCEA06B93BA191ABD31488790968E10D1B90584294","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"22","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\022_r10_a7_dfg_spread27_2024_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\022_r10_a7_dfg_spread27_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2024_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2024_full_m1","85E98F87D74AA29C5EBD344735111DB6F4A09B755E90ED6AE5CCC88B7AB575F2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"23","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\023_r10_a7_dfg_spread27_2025_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\023_r10_a7_dfg_spread27_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2025_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2025_full_m1","86CADC9E33E2801915721DF75490AFFDB1528DC5D0CA75364E8CCC2DA38D9645","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"24","r10_a7_dfg_spread27","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_yearly_package\configs\024_r10_a7_dfg_spread27_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\024_r10_a7_dfg_spread27_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_2026_ytd_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_2026_ytd_m1","3C718075359AD05E9941582E5A87BDBC1634C903EA3620EE30E204CFE432DAE4","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"25","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\025_r10_a7_dfg_spread25_2019_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\025_r10_a7_dfg_spread25_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2019_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2019_full_m1","BC83D093C6720D44E8DCA8AEEC02BEDDE3984D5098BF529672950F097487A4E2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"26","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\026_r10_a7_dfg_spread25_2020_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\026_r10_a7_dfg_spread25_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2020_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2020_full_m1","4C7F3CA82D2A9B5204984CA55720C5C2D003D0B4DEB10D5E15EA0C0621780214","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"27","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\027_r10_a7_dfg_spread25_2021_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\027_r10_a7_dfg_spread25_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2021_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2021_full_m1","3984CBF225A4CE45E55A62AC43212133943995B290F15D8AB562705C7A313230","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"28","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\028_r10_a7_dfg_spread25_2022_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\028_r10_a7_dfg_spread25_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2022_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2022_full_m1","4BC0AC8CCA0A9A53566457A65D1E19F241DC71ECB5C964E1E5E187F609B77E6A","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"29","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\029_r10_a7_dfg_spread25_2023_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\029_r10_a7_dfg_spread25_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2023_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2023_full_m1","382421ECCC29A71B0267D1F704C65CF20B3CB26B0BA68E1E1D4E81A7DC347744","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"30","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\030_r10_a7_dfg_spread25_2024_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\030_r10_a7_dfg_spread25_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2024_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2024_full_m1","0296FBFBC0C9F2CB375D5F0C4860D802F6A44DCDFD3BB143CFA16FEE79F26ED2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"31","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\031_r10_a7_dfg_spread25_2025_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\031_r10_a7_dfg_spread25_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2025_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2025_full_m1","BA30258B1337081D5F566E78606EC2545AD42CA5A6A010927DEF10B31FA43F36","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"32","r10_a7_dfg_spread25","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_yearly_package\configs\032_r10_a7_dfg_spread25_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\032_r10_a7_dfg_spread25_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread25_2026_ytd_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread25_2026_ytd_m1","9B7BBADEA19FC91DD29F0345BAEF7CE1809185840CFFFC545B9FA4E919CEBA29","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"33","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\033_r10_a7_dfg_atr75_2019_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\033_r10_a7_dfg_atr75_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2019_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2019_full_m1","AC6BD06237E87A43E61976BFC181E23B9CBB7781994AED3E080045A0025D63BC","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"34","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\034_r10_a7_dfg_atr75_2020_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\034_r10_a7_dfg_atr75_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2020_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2020_full_m1","CAA4995E6CF639C937D94F1A54CF22B2F5F9A9F1566CDA7BDEAA75389D0AC67C","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"35","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\035_r10_a7_dfg_atr75_2021_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\035_r10_a7_dfg_atr75_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2021_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2021_full_m1","0C4A027D63FB63B36AF86637B3BE207995D9A5FCF4A75BDBE9351C8A05E7CA69","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"36","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\036_r10_a7_dfg_atr75_2022_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\036_r10_a7_dfg_atr75_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2022_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2022_full_m1","78B5418F57E3DBCDA3F472DBF3CD8A885F18B63BA6E2E6EFEB62B9C34169A19A","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"37","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\037_r10_a7_dfg_atr75_2023_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\037_r10_a7_dfg_atr75_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2023_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2023_full_m1","9FB47DE919564CC7EED797CE2F45BFC15FD24B45CBD862DDA8D45F65C0B6E201","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"38","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\038_r10_a7_dfg_atr75_2024_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\038_r10_a7_dfg_atr75_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2024_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2024_full_m1","A7DCB30868A8120FABA17081323B61DE342723CC81E52913E1E6EA4A9CF88626","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"39","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\039_r10_a7_dfg_atr75_2025_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\039_r10_a7_dfg_atr75_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2025_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2025_full_m1","0A9DD2E7A18592DF33E71085285ED9527EAF8F48AF37ADD620E0F76E35C8FDFD","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
