"QueueRank","Candidate","Window","Status","IdentityReused","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","sqpr_exact_control","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","D7CE5A76903FD97D501C4A99ED77E67BAFD0D8DA5B8F893DD77A75DF592A9A30","77B659BDFDBD2D776DE6AD17B611154CC7189699BA9B45FE144FF0D7D33F0BE0","True","False","2026-07-20T14:14:14","2026-07-20T14:14:48"
"2","sqpr_exact_control","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","0D0DB68D40081458B5CE5EF5DA33EDEFC954CFEA4598C05C070B00FA22D8CF19","03B3109132D1E8428D1B0565C55BA776E9D10694F519584A407C6C1EF1F7BA70","True","False","2026-07-20T14:14:15","2026-07-20T14:14:38"
"3","sqpr_exact_control","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","562004FE4C80783B8D1746C3D28EBDEA9FA925970E075522EF000A06DBF26002","DC8F20230CB64573EF2EDCA0D3C0417453BC66C0CFCB9F985F284366F72169AC","True","False","2026-07-20T14:18:56","2026-07-20T14:19:20"
"4","sqpr_reference","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","C875B3F845F6F95424C8D247595A572A722C91D8FA61CFF62A808C44CF02BAF0","D6C1C47A04F0760925D1CDDE6B031884251B5386FC0166BAFF78959E9EAF1715","True","False","2026-07-20T14:19:20","2026-07-20T14:19:41"
"5","sqpr_reference","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","57181849CC1B95C4D941C43BC10734BA53A9D86A9D03D526FA8308080D24062E","C9FF05D095CF4D3EEB92679E67A3D2AFA3BB8B1064C21605FC402C1E2B5B95B1","True","False","2026-07-20T14:14:48","2026-07-20T14:15:14"
"6","sqpr_reference","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","11EE4B57B2606564547132D2879D852E57041F78D2BD770C394CE4D9C370374B","5D65F4B780B5C85A79660A572EFA9B0E77B7BD580230FCB5C93CB6A1484C5899","True","False","2026-07-20T14:14:38","2026-07-20T14:15:06"
"7","sqpr_center","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","646B01D452A2F7BEEF5DAFD7D8E0D50B0F652D03B3D79484EC9DC0B79A99990E","5AA8E97C2E1C023A4231BA84041B90AA597C9CB59C6D800E4C56DDBA84DF2A5D","True","False","2026-07-20T14:14:43","2026-07-20T14:15:11"
"8","sqpr_center","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","9E869B936FB294991BC03CA1B9FA239C7A4868F008F12B64EAF566790FD6C7B1","5C744DD671B410C04A26A6A005FD7C9F37128D42D47228D54AA67C9CB80AB874","True","False","2026-07-20T14:14:43","2026-07-20T14:15:09"
"9","sqpr_center","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","5277010BBFDDE21F606121C183B55705E619966E52C681A0B7CE2E5E876F8002","55F2747325AC529AF6835F35C6BF28B4A18216B07CDBD366664F87B149079962","True","False","2026-07-20T14:15:14","2026-07-20T14:15:46"
"10","sqpr_close70","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","C7829FE56DF0E95063F14053D08F1EB3669BD34E46FBC7905514E03D5304F7D8","AFA98AA1B557F996EC8E4636638EBF6E2E4794CD97542AC806F6F2CDD2F8BFFE","True","False","2026-07-20T14:15:06","2026-07-20T14:15:33"
"11","sqpr_close70","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","1C9FACFC3C93DDF832E1DC0AE49A2D7966939388690C234DC6A41F1504C9CF0F","2D7D60473253B58E1551C74D55133784CEB5F8448CF1AA008BDBF63E8357A07A","True","False","2026-07-20T14:15:11","2026-07-20T14:15:40"
"12","sqpr_close70","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","F1D5AA624517C2B62C3C2D7890F4A8B6A441548C5BCD093F824F2AE6D98A5DED","7F4217C90C27B22967BD3E81FEF43020FC2E53607FC2165F8BF2662CE5941467","True","False","2026-07-20T14:15:09","2026-07-20T14:15:40"
"13","sqpr_close90","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","8B629F17843E50C42BD4986264D77D4C19952D33FDCC99302A564C9ECA33B191","DF118B547BB97B883FF7C84D92544703AE468E2EF08539145E548E6070549128","True","False","2026-07-20T14:15:46","2026-07-20T14:16:15"
