"QueueRank","Candidate","Window","Status","IdentityReused","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"14","sqpr_close90","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","E6687714C7257E8BC066A860E39A3F03BE7583490C0768257F3274753C43F878","D1E5D40F68465E1541C4391703277118D73EC7A18F08577B709F6BA82C9D2554","True","False","2026-07-20T14:15:33","2026-07-20T14:15:56"
"15","sqpr_close90","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","444B1E1F186FC8BFD177473C690D3F559CC462376BCB9398531A794A3F4E48D4","EC4B870B138B021E107432164082581DF9B28A1CF27AD8C711D18FCDB3A1703B","True","False","2026-07-20T14:15:40","2026-07-20T14:16:12"
"16","sqpr_target300","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","FBEBFE8A3B7A755A4B5622A644E62E701677A7083FDCAB76738FC218C9225654","81F596C1E36EA9CE24987B1C667A97B96AC2C3654242672274F9A358646F2E8F","True","False","2026-07-20T14:15:40","2026-07-20T14:16:09"
"17","sqpr_target300","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","0B5298C226668BB0F5A246FFB2C3CFC0304A3A745C992D91E6BE63B8810BAF39","B686D7D67361B31D8E1F908764578B7CA4BF0CCB43ACBC303AD5C314629F1446","True","False","2026-07-20T14:16:15","2026-07-20T14:16:41"
"18","sqpr_target300","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","FD21599932A94637AD98EB674E851563626B38C340ED8A9389767315E33F8540","A9FCE5832131A70CB04AF62513DBF06B178147B6FF939C7540FECE8051DC7E25","True","False","2026-07-20T14:15:56","2026-07-20T14:16:25"
"19","sqpr_target500","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","BE79EC365AF41CAF3B5FE26C8B768DAAEFBCA50D5080F057AAEBAE64CD08D065","B1DF772575451A7E4313636605089C2E80475E0734486D87A202308A0EB8CF9D","True","False","2026-07-20T14:16:12","2026-07-20T14:16:44"
"20","sqpr_target500","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","CDFE2A4ED47B23F383973F87B55382EA290DE438AB20C43D2E64D35EBB46E61B","45A5594218051765CB8B2E5307ABDA0AA4ECDA085DE225FCC88FDAA744DA154F","True","False","2026-07-20T14:16:09","2026-07-20T14:16:35"
"21","sqpr_target500","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","FED593D829234C4A3D4C20B85C05A278695291BC0495C79F86A8C19A442DB9D2","527072417DCF0E6A12A0DCEE417FCD2F0EEE4DCAC1BC59751E8A73B743768E68","True","False","2026-07-20T14:16:42","2026-07-20T14:17:12"
"22","sqpr_lock100","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","99AB30C6940C019370CCC07A30A0BFFD4DFDC49E0113D6D88EF32E4DA90A0A36","6C394CF416B15D5657ABDA32CA6225F0A246D6A9BB584987A121B7280F2C47B7","True","False","2026-07-20T14:16:25","2026-07-20T14:16:53"
"23","sqpr_lock100","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","0DBB649EE2A5425C1FC6B1F820BB0EC59243EC47E53DDB04A9EDD19B35AF23B3","26D41907788DF81BEAF188E1CF1E6F0978214189D25AF58E000557A2B251CF59","True","False","2026-07-20T14:16:44","2026-07-20T14:17:11"
"24","sqpr_lock100","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","F45313D8F57E8FD686405F322D69237071B86A28CD9B9CE53166685614DCB4CD","7B0E772BF077D2F76F7DF4F6D09D71039462429ACBA7E8B4E3781AB4AEA98C35","True","False","2026-07-20T14:16:35","2026-07-20T14:17:04"
"25","sqpr_lock140","older_2015_2018","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","0F14E0B5EDC140ECC6499512DB1421EDCC73647CED5980FF529D4B7BDB556E00","E29D645B2E5DD73ACB74CF9976BB975DC6604EF706CE9C43BF784D18C44A65EC","True","False","2026-07-20T14:17:12","2026-07-20T14:17:35"
"26","sqpr_lock140","discovery_2019_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","91CC0667293A8F409D0E36A056348ACC76BF7AA997E8CEC293240EE15DCF01BC","A56683C8ADF13E992D15F3ACAB1AF630D8B67E78752DC5B94D7E85919A8E5583","True","False","2026-07-20T14:16:53","2026-07-20T14:17:17"
"27","sqpr_lock140","continuous_2015_2020","REPORT_FOUND","False","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","40F50C24DC8997DA288D79A9BFD7E70C0D4DECB0610DB735E9A28A4D66A33E69","9D1C941855E7CD190DAE1B25BEE08346822A7C586E9779A9920FBFB40EFD8E8E","True","False","2026-07-20T14:17:11","2026-07-20T14:17:38"
