"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","dgf_hp_control","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_control.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\001_dgf_hp_control_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_control_continuous_2019_2026_m4","profiles\dgf_hp_control.set","C8B25273CC6A42F433F38C1DB78A65A454E6890EBC91379F09885C5DBE5AB207","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_control_continuous_2019_2026_m4.htm","1000","2749","7.5264","1915.83","2915.83","191.58","25.45","15.28","1.72","15.09","14.22","45.67","127","6","950.19","24.58","495.9","950.19","2.02","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","dgf_hp_risk050","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk050.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\002_dgf_hp_risk050_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk050_continuous_2019_2026_m4","profiles\dgf_hp_risk050.set","819D56A5C404F2470348A51911C257DAF314D59AD7C95A92B202F6909DA83D6A","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk050_continuous_2019_2026_m4.htm","1000","2749","7.5264","-158.03","841.97","-15.8","-2.1","-2.26","0.78","-1.72","-5","38.04","92","6","329.3","31.26","313.78","329.3","-0.48","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","dgf_hp_risk060","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk060.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\003_dgf_hp_risk060_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk060_continuous_2019_2026_m4","profiles\dgf_hp_risk060.set","554611B7A8F8FC35530942D3014F78BFA2F8497A0A7425CA216346F00534C21E","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk060_continuous_2019_2026_m4.htm","1000","2749","7.5264","-117.89","882.11","-11.79","-1.57","-1.65","0.84","-1.3","-5","38.46","91","6","343.22","32.18","314.67","343.22","-0.34","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","dgf_hp_risk070","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk070.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\004_dgf_hp_risk070_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk070_continuous_2019_2026_m4","profiles\dgf_hp_risk070.set","039297AAAE7929B73AFB73E9C03A714B9D2AF76D558EA3EF6391703437D8012A","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk070_continuous_2019_2026_m4.htm","1000","2749","7.5264","-96.99","903.01","-9.7","-1.29","-1.35","0.87","-1.15","-5","39.29","84","6","350.44","32.73","317.62","350.44","-0.28","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","dgf_hp_risk080","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk080.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\005_dgf_hp_risk080_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk080_continuous_2019_2026_m4","profiles\dgf_hp_risk080.set","FC64C9F6D9946090E574A368EE97D0D48923829DF8CC11B453EE702B7BA9CF25","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk080_continuous_2019_2026_m4.htm","1000","2749","7.5264","-63.91","936.09","-6.39","-0.85","-0.87","0.92","-0.76","-2.87","39.29","84","6","346.94","32.47","312.33","346.94","-0.18","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","dgf_hp_risk060_loss_scale","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk060_loss_scale.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\006_dgf_hp_risk060_loss_scale_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk060_loss_scale_continuous_2019_2026_m4","profiles\dgf_hp_risk060_loss_scale.set","9BA20D63588B4FF4DCEFB5FD93756C151AAF35A82CC001A1546A66E92B17FA6F","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk060_loss_scale_continuous_2019_2026_m4.htm","1000","2749","7.5264","-124.07","875.93","-12.41","-1.65","-1.74","0.82","-1.33","-5","39.78","93","6","284.97","27.5","269.45","284.97","-0.44","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","dgf_hp_risk080_loss_scale","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk080_loss_scale.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\007_dgf_hp_risk080_loss_scale_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk080_loss_scale_continuous_2019_2026_m4","profiles\dgf_hp_risk080_loss_scale.set","9DF4723EA6B1C4CFE3B3A8027345120B58845025ECB6F0EB3D8067FA22CE402B","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk080_loss_scale_continuous_2019_2026_m4.htm","1000","2749","7.5264","238.06","1238.06","23.81","3.16","2.88","1.24","2.36","5.53","46.53","101","6","312.13","20.13","252.43","312.13","0.76","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","dgf_hp_risk080_dd12","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk080_dd12.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\008_dgf_hp_risk080_dd12_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk080_dd12_continuous_2019_2026_m4","profiles\dgf_hp_risk080_dd12.set","9D4CA569D5C6F2BC851E555EA0D33502958A51831CDD4F53A80C6A19AA58869B","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk080_dd12_continuous_2019_2026_m4.htm","1000","2749","7.5264","-96.91","903.09","-9.69","-1.29","-1.35","0.57","-4.85","-5","30","20","5","165.5","15.49","132.37","165.5","-0.59","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","dgf_hp_peaktrail_20p70gb","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_peaktrail_20p70gb.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\009_dgf_hp_peaktrail_20p70gb_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_peaktrail_20p70gb_continuous_2019_2026_m4","profiles\dgf_hp_peaktrail_20p70gb.set","2FDD1D7E0191987BE66DD7050B4BBC94DDEAF9835E232354957B58B5DFD553FB","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_peaktrail_20p70gb_continuous_2019_2026_m4.htm","1000","2749","7.5264","75.9","1075.9","7.59","1.01","0.98","1.14","2.17","4.02","42.86","35","4","308","22.26","223.81","308","0.25","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","dgf_hp_peaktrail_35p70gb","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_peaktrail_35p70gb.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\010_dgf_hp_peaktrail_35p70gb_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_peaktrail_35p70gb_continuous_2019_2026_m4","profiles\dgf_hp_peaktrail_35p70gb.set","28CE2706FBA9E2014E0CD5130BD3BFDAB3122DE98E23DD1131A4183D647FB30F","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_peaktrail_35p70gb_continuous_2019_2026_m4.htm","1000","2749","7.5264","1915.83","2915.83","191.58","25.45","15.28","1.72","15.09","14.22","45.67","127","6","950.19","24.58","495.9","950.19","2.02","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"11","dgf_hp_risk080_peaktrail_20p70gb","","dgf_highprofit_risk_shape","","continuous_model4","dgf_hp_risk080_peaktrail_20p70gb.set","continuous_2019_2026","2019.01.01","2026.07.12","4","configs\011_dgf_hp_risk080_peaktrail_20p70gb_continuous_2019_2026_m4.ini","dgf_hp_risk_shape_dgf_hp_risk080_peaktrail_20p70gb_continuous_2019_2026_m4","profiles\dgf_hp_risk080_peaktrail_20p70gb.set","C12525677F8817F02C3E55C1C61CD5494C75C6BFFF540D0E7996C04ED4A646FF","Reject if net/DD efficiency weakens, if drawdown remains above trade-ready range, or if profit comes from an early global freeze.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\dgf_hp_risk_shape_dgf_hp_risk080_peaktrail_20p70gb_continuous_2019_2026_m4.htm","1000","2749","7.5264","-63.91","936.09","-6.39","-0.85","-0.87","0.92","-0.76","-2.87","39.29","84","6","346.94","32.47","312.33","346.94","-0.18","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
