Status,Trades,NetProfit,HardRiskAuditPass,ReversionLotCapPass,MaximumReversionLots,MaximumPortfolioInitialRiskPercent,MaximumOpenPositions,CostStressPass,OrderAwareMonteCarloPass,HistoricalPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,SourceSha256,ProfileSha256,BinarySha256,ReportSha256,LedgerSha256,RiskAuditSha256
STRESS_GATE_PASSED,404,2428.5,True,True,0.15,0.5892,3,True,True,False,False,False,C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91,A0099C6701311BAE105F29909166358D4D30050593318F340AD8F3B932F65F04,A1640E4D0E6892F4E826CA8FC5524C7F3BDB9FABE2121F508F94FD2D7AB7BE7A,1B673CD08DC8E3C826AD21EFF895F70EA6A9EBB461158DBE698CBC170B88AAE6,F4ABA823765C05FC8B44CAC07AAC168A9D2ABA9F06E344C682D6DC8CBB50EBEA,942605E99B1362D4386C74A3DD2372647900F12CD64E1DB28759DBF3066324F5
