"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","LowerNeighborNetAtLeastControlEveryWindow","UpperNeighborNetAtLeastControlEveryWindow","ContinuousNetAtLeastControlPlusFivePercent","CagrAtLeastControlPlusPointTen","ProfitFactorAtLeastControl","DrawdownWithinFrozenLimits","RecoveryAtLeastControl","ReturnDrawdownAtLeastControl","ContinuousTradesAtLeast400","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CandidateNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","ControlRecoveryFactor","CandidateRecoveryFactor","LowerNeighborRecoveryFactor","UpperNeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","16","16","17","1","True","False","False","True","True","True","True","True","True","True","True","False","True","False","False","False","False","2195.53","2367.32","2311.33","2391.89","15.8168","16.3919","15.4936","16.562","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","71782EF34D9FFC8792D7C863C02151F72B1218B741E5788D3D51490AEC5517F7"
