"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","m15sq_kc140","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\011_m15sq_kc140_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\011_m15sq_kc140_discovery_2019_2020_m1.ini","m15sq_kc140_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_kc140_discovery_2019_2020_m1","FA382C98E489B75C4A5079E0C055D21F652FAE0D65002A9BCBB034C035B3FDC1","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"12","m15sq_kc140","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\012_m15sq_kc140_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\012_m15sq_kc140_continuous_2015_2020_m1.ini","m15sq_kc140_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_kc140_continuous_2015_2020_m1","FA382C98E489B75C4A5079E0C055D21F652FAE0D65002A9BCBB034C035B3FDC1","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"13","m15sq_kc160","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\013_m15sq_kc160_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\013_m15sq_kc160_older_2015_2018_m1.ini","m15sq_kc160_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_kc160_older_2015_2018_m1","7360893E6E50E02BE95AA1CDF818E27E30FB13F315FB62F11C3307F78CD5FF33","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"14","m15sq_kc160","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\014_m15sq_kc160_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\014_m15sq_kc160_discovery_2019_2020_m1.ini","m15sq_kc160_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_kc160_discovery_2019_2020_m1","7360893E6E50E02BE95AA1CDF818E27E30FB13F315FB62F11C3307F78CD5FF33","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"15","m15sq_kc160","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\015_m15sq_kc160_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\015_m15sq_kc160_continuous_2015_2020_m1.ini","m15sq_kc160_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_kc160_continuous_2015_2020_m1","7360893E6E50E02BE95AA1CDF818E27E30FB13F315FB62F11C3307F78CD5FF33","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"16","m15sq_break8","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\016_m15sq_break8_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\016_m15sq_break8_older_2015_2018_m1.ini","m15sq_break8_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_break8_older_2015_2018_m1","8DE03951BCEF2303F65D17C5100885D2256A10035D90E1167FA0F625B6E8C71F","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"17","m15sq_break8","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\017_m15sq_break8_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\017_m15sq_break8_discovery_2019_2020_m1.ini","m15sq_break8_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_break8_discovery_2019_2020_m1","8DE03951BCEF2303F65D17C5100885D2256A10035D90E1167FA0F625B6E8C71F","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"18","m15sq_break8","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\018_m15sq_break8_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\018_m15sq_break8_continuous_2015_2020_m1.ini","m15sq_break8_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_break8_continuous_2015_2020_m1","8DE03951BCEF2303F65D17C5100885D2256A10035D90E1167FA0F625B6E8C71F","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"19","m15sq_break16","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\019_m15sq_break16_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\019_m15sq_break16_older_2015_2018_m1.ini","m15sq_break16_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_break16_older_2015_2018_m1","072FD7108AEC6C7DB62FFE66122F2A7383F11E35D5EA5B3592D8CD48E19957B4","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"20","m15sq_break16","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\020_m15sq_break16_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\020_m15sq_break16_discovery_2019_2020_m1.ini","m15sq_break16_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_break16_discovery_2019_2020_m1","072FD7108AEC6C7DB62FFE66122F2A7383F11E35D5EA5B3592D8CD48E19957B4","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"21","m15sq_break16","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\021_m15sq_break16_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\021_m15sq_break16_continuous_2015_2020_m1.ini","m15sq_break16_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_break16_continuous_2015_2020_m1","072FD7108AEC6C7DB62FFE66122F2A7383F11E35D5EA5B3592D8CD48E19957B4","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"22","m15sq_channel275","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\022_m15sq_channel275_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\022_m15sq_channel275_older_2015_2018_m1.ini","m15sq_channel275_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_channel275_older_2015_2018_m1","FF70FB859EB507CB89A49D02CC996DDC2F88764AD11E795346D82ACEFF62B5B2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"23","m15sq_channel275","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\023_m15sq_channel275_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\023_m15sq_channel275_discovery_2019_2020_m1.ini","m15sq_channel275_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_channel275_discovery_2019_2020_m1","FF70FB859EB507CB89A49D02CC996DDC2F88764AD11E795346D82ACEFF62B5B2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"24","m15sq_channel275","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\024_m15sq_channel275_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\024_m15sq_channel275_continuous_2015_2020_m1.ini","m15sq_channel275_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_channel275_continuous_2015_2020_m1","FF70FB859EB507CB89A49D02CC996DDC2F88764AD11E795346D82ACEFF62B5B2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"25","m15sq_exp090","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\025_m15sq_exp090_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\025_m15sq_exp090_older_2015_2018_m1.ini","m15sq_exp090_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_exp090_older_2015_2018_m1","52AD386C6ACAC25C87F84F5CC7D51B89077CBD1B34858E25C07842E570DB0F80","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"26","m15sq_exp090","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\026_m15sq_exp090_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\026_m15sq_exp090_discovery_2019_2020_m1.ini","m15sq_exp090_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_exp090_discovery_2019_2020_m1","52AD386C6ACAC25C87F84F5CC7D51B89077CBD1B34858E25C07842E570DB0F80","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"27","m15sq_exp090","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\027_m15sq_exp090_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\027_m15sq_exp090_continuous_2015_2020_m1.ini","m15sq_exp090_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_exp090_continuous_2015_2020_m1","52AD386C6ACAC25C87F84F5CC7D51B89077CBD1B34858E25C07842E570DB0F80","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"28","m15sq_exp130","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\028_m15sq_exp130_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\028_m15sq_exp130_older_2015_2018_m1.ini","m15sq_exp130_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_exp130_older_2015_2018_m1","D51BB6D29E2C1A9238FB1BEDA3F2C30AD2E482125B5B10127DBB260301518F4B","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"29","m15sq_exp130","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\029_m15sq_exp130_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\029_m15sq_exp130_discovery_2019_2020_m1.ini","m15sq_exp130_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_exp130_discovery_2019_2020_m1","D51BB6D29E2C1A9238FB1BEDA3F2C30AD2E482125B5B10127DBB260301518F4B","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"30","m15sq_exp130","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\030_m15sq_exp130_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\030_m15sq_exp130_continuous_2015_2020_m1.ini","m15sq_exp130_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_exp130_continuous_2015_2020_m1","D51BB6D29E2C1A9238FB1BEDA3F2C30AD2E482125B5B10127DBB260301518F4B","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"31","m15sq_tp125","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\031_m15sq_tp125_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\031_m15sq_tp125_older_2015_2018_m1.ini","m15sq_tp125_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_tp125_older_2015_2018_m1","0FC07B612FB8A9B0171344DD28946A906C2DB6EE5A0745AE2D1283960EE204E4","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"32","m15sq_tp125","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\032_m15sq_tp125_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\032_m15sq_tp125_discovery_2019_2020_m1.ini","m15sq_tp125_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_tp125_discovery_2019_2020_m1","0FC07B612FB8A9B0171344DD28946A906C2DB6EE5A0745AE2D1283960EE204E4","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"33","m15sq_tp125","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\033_m15sq_tp125_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\033_m15sq_tp125_continuous_2015_2020_m1.ini","m15sq_tp125_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_tp125_continuous_2015_2020_m1","0FC07B612FB8A9B0171344DD28946A906C2DB6EE5A0745AE2D1283960EE204E4","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"34","m15sq_tp200","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\034_m15sq_tp200_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\034_m15sq_tp200_older_2015_2018_m1.ini","m15sq_tp200_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_tp200_older_2015_2018_m1","36D7B5BF1E361B503AF38C176136569869427591793EE57AB8C67E02DFC49196","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"35","m15sq_tp200","discovery_model1","Independent M15 volatility-squeeze discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\035_m15sq_tp200_discovery_2019_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\035_m15sq_tp200_discovery_2019_2020_m1.ini","m15sq_tp200_discovery_2019_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_tp200_discovery_2019_2020_m1","36D7B5BF1E361B503AF38C176136569869427591793EE57AB8C67E02DFC49196","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"36","m15sq_tp200","discovery_model1","Independent M15 volatility-squeeze discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\036_m15sq_tp200_continuous_2015_2020_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\036_m15sq_tp200_continuous_2015_2020_m1.ini","m15sq_tp200_continuous_2015_2020_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_tp200_continuous_2015_2020_m1","36D7B5BF1E361B503AF38C176136569869427591793EE57AB8C67E02DFC49196","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
"37","m15sq_trend50","discovery_model1","Independent M15 volatility-squeeze discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\037_m15sq_trend50_older_2015_2018_m1.ini","outputs\independent_m15_volatility_squeeze_discovery_model1_package\configs\037_m15sq_trend50_older_2015_2018_m1.ini","m15sq_trend50_older_2015_2018_m1","outputs\independent_m15_volatility_squeeze_discovery_model1_package\reports_here\m15sq_trend50_older_2015_2018_m1","BA25812D68DDD169CCE549773A6E151CCD04FBE6B3BFF7D78C7327B5CD31EFFE","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent squeeze/breakout/payoff shape must pass before opening 2021-2026."
