"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","re_base","2019_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\001_re_base_2019_full_m4.ini","True","re_risk_re_base_2019_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2019_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:43:56","2026-07-14T17:44:21"
"2","re_base","2021_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\002_re_base_2021_full_m4.ini","True","re_risk_re_base_2021_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2021_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:44:21","2026-07-14T17:44:46"
"3","re_base","2023_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\003_re_base_2023_full_m4.ini","True","re_risk_re_base_2023_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2023_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:44:46","2026-07-14T17:45:16"
"4","re_base","2024_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\004_re_base_2024_full_m4.ini","True","re_risk_re_base_2024_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2024_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:45:16","2026-07-14T17:45:49"
"5","re_base","2025_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\005_re_base_2025_full_m4.ini","True","re_risk_re_base_2025_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2025_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:45:49","2026-07-14T17:46:21"
"6","re_base","2026_ytd","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\006_re_base_2026_ytd_m4.ini","True","re_risk_re_base_2026ytd_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_base_2026ytd_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:46:21","2026-07-14T17:47:23"
"7","re_may140","2019_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\007_re_may140_2019_full_m4.ini","True","re_risk_re_may140_2019_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2019_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:47:23","2026-07-14T17:47:45"
"8","re_may140","2021_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\008_re_may140_2021_full_m4.ini","True","re_risk_re_may140_2021_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2021_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:47:45","2026-07-14T17:48:10"
"9","re_may140","2023_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\009_re_may140_2023_full_m4.ini","True","re_risk_re_may140_2023_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2023_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:48:10","2026-07-14T17:48:40"
"10","re_may140","2024_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_guard_model4_shortlist_package\configs\010_re_may140_2024_full_m4.ini","True","re_risk_re_may140_2024_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2024_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T17:48:40","2026-07-14T17:49:10"
