"SourceSha256","BinarySha256","Result","CompilerMode"
"C757E57C98EFABE7C9A84EEE912D181539AF346DCDCD0B6758F9F0AE22C71EFB","FFFE1D0EB792FFDF16F32B976DD58D298E818CF5ACDD26DE1348D7B7C5354B01","0 errors, 0 warnings","X64 Regular"
