"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"may125","30","30","5866.42","","","","","","-232.68","1"
"base","30","30","5555.87","","","","","","0","0"
"mar200","30","30","4918.48","","","","","","-196.16","1"
"mar200_may110","30","30","4366.41","","","","","","-196.16","2"
