"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"","","","rdmc_tiered_momentum_v7","frozen_tiered_momentum","2017","2017.01.01","2017.12.31","rdmc_tmv7a_w01_m4_annual_2017","PARSED","outputs\rdmc_tiered_momentum_v7_annual_package\reports_here\rdmc_tmv7a_w01_m4_annual_2017.htm","10000","364","0.9966","-110.94","9889.06","-1.11","-1.11","-1.11","0.18","-5.55","-5","15","20","12","113.02","1.13","111.05","113.02","-0.9816"
"","","","rdmc_tiered_momentum_v7","frozen_tiered_momentum","2025","2025.01.01","2025.12.31","rdmc_tmv7a_w01_m4_annual_2025","PARSED","outputs\rdmc_tiered_momentum_v7_annual_package\reports_here\rdmc_tmv7a_w01_m4_annual_2025.htm","10000","364","0.9966","-9.59","9990.41","-0.1","-0.1","-0.1","0.77","-1.2","-0.9","37.5","8","3","36.82","0.37","24.88","36.82","-0.2605"
