"Rank","Priority","Profile","Phase","Set","Window","From","To","Status","NetProfit","Balance","LogTimestamp","RunnerStatus","Evidence"
"1","","mar10_may10","full","full","2024_to_2026","2024.01.01","2026.07.02","PARSED_FROM_LOG","3746.45","4746.45","2026-07-11T09:40:28","NO_REPORT","Tester finished but no report file was found for month_day_window_matrix_mar10_may10_2024_to_2026."
"2","","mar10_may10","recent","recent","2026_ytd","2026.01.01","2026.07.02","PARSED_FROM_LOG","1107.93","2107.93","2026-07-11T09:41:05","NO_REPORT","Tester finished but no report file was found for month_day_window_matrix_mar10_may10_2026_ytd."
"3","","mar10_may10","oos","oos","2025_full","2025.01.01","2025.12.31","PARSED_FROM_LOG","214.3","1214.3","2026-07-11T09:41:29","NO_REPORT","Tester finished but no report file was found for month_day_window_matrix_mar10_may10_2025_full."
"4","","mar10_may10","train","train","2024_full","2024.01.01","2024.12.31","PARSED_FROM_LOG","1409.57","2409.57","2026-07-11T09:41:54","NO_REPORT","Tester finished but no report file was found for month_day_window_matrix_mar10_may10_2024_full."
"5","","mar10_may10","target","target","2026_03","2026.03.01","2026.03.31","PARSED_FROM_LOG","945.67","1945.67","2026-07-11T09:42:09","NO_REPORT","Tester finished but no report file was found for month_day_window_matrix_mar10_may10_2026_03."
"6","","mar10_may10","target","target","2026_05","2026.05.01","2026.05.31","PARSED_FROM_LOG","485.92","1485.92","2026-07-11T09:42:23","NO_REPORT","Tester finished but no report file was found for month_day_window_matrix_mar10_may10_2026_05."
"7","","mar10_may10","guard","guard","2026_06","2026.06.01","2026.06.30","PARSED_FROM_LOG","0","1000","2026-07-11T09:42:37","NO_REPORT","Tester finished but no report file was found for month_day_window_matrix_mar10_may10_2026_06."
