"Status","Candidates","ReportsParsed","NumericPasses","DiscoveryEligible","HoldoutPermitted","Model4Opened","SourceSha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","12","36","0","0","False","False","7EE4CD1CF4D47FA4EB34D33FF101A2C66323B8212047E4C4D5692C18A28A5849","F8E0E5EE1F9E3244C920DEDEE30C46666B0E0EA9BE5F76AD4FB59182BF03A2D3"
