"EntryTime","ExitTime","Era","Year","Side","Volume","EntryPrice","InitialStop","InitialRiskMoney","Profit","RiskR","HoldHours","D1MomentumPercent","BreakoutATR","BodyRatio","CloseLocation","RangeATR","ChannelWidthATR","ATRPercent","TickVolumeRatio","StopATR"
"2016-01-25T10:00:00","2016-01-26T08:44:40","training_2015_2018","2016","buy","0.03","1104.27","1099.28","14.97","29.53","1.972612","22.7444","0.232828","0.45879","0.685366","0.778049","1.664637","3.576939","0.223116","1.033682","2.024482"
"2016-02-01T10:00:00","2016-02-01T15:31:40","training_2015_2018","2016","buy","0.05","1122.99","1120.1","14.45","-14.45","-1","5.5278","2.793281","0.150468","0.506608","0.594714","0.923139","4.733632","0.219018","0.844629","1.173607"
"2016-02-04T12:00:00","2016-02-05T12:13:20","training_2015_2018","2016","buy","0.02","1146.13","1140.04","12.18","24.11","1.979475","24.2222","4.402424","0.104909","0.40081","0.412955","0.664425","5.433759","0.324434","1.232585","1.638668"
"2016-03-03T15:00:00","2016-03-03T17:25:40","training_2015_2018","2016","buy","0.02","1244.87","1239.04","11.66","23.32","2","2.4278","10.492458","0.099273","0.132296","0.735409","0.911186","3.346924","0.226632","1.041455","2.067736"
"2016-03-08T10:00:00","2016-03-08T17:00:00","training_2015_2018","2016","buy","0.01","1273.87","1264.83","9.04","-6.95","-0.768805","7","14.43717","0.113333","0.791103","0.806576","1.148889","3.046667","0.353326","1.07908","2.008889"
"2016-04-05T11:00:00","2016-04-05T18:00:00","training_2015_2018","2016","buy","0.02","1229.11","1223.5","11.22","1.3","0.115865","7","5.979232","0.445076","0.636893","0.881553","1.625631","4.056187","0.257808","1.808891","1.769823"
"2016-04-07T08:00:00","2016-04-08T05:00:00","training_2015_2018","2016","buy","0.02","1229.87","1223.21","13.32","11.85","0.88964","21","7.283134","0.443628","0.863636","0.911255","1.305454","3.212772","0.287822","0.7011","1.88299"
"2016-04-27T10:00:00","2016-04-27T21:01:40","training_2015_2018","2016","buy","0.02","1247.81","1242.42","10.78","-10.78","-1","11.0278","7.606185","0.247646","0.840194","0.98063","1.44053","5.406348","0.229823","1.143473","1.878863"
"2016-05-02T13:00:00","2016-05-02T17:16:40","training_2015_2018","2016","buy","0.01","1299.87","1290.66","9.21","-9.21","-1","4.2778","14.135479","0.743438","0.904059","0.915129","1.361296","5.769182","0.306368","1.058434","2.312734"
"2016-05-11T09:00:00","2016-05-12T06:00:00","training_2015_2018","2016","buy","0.02","1272.87","1265.93","13.88","-1.54","-0.110951","21","16.605577","0.3452","0.619469","0.837758","1.044845","4.515334","0.254961","0.625386","2.140376"
"2016-05-16T06:00:00","2016-05-16T17:31:40","training_2015_2018","2016","buy","0.02","1277.28","1270.92","12.72","1.28","0.100629","11.5278","17.60631","0.15857","0.545918","0.566327","1.695257","3.857575","0.271654","1.507443","1.832737"
"2016-06-08T10:00:00","2016-06-08T16:01:40","training_2015_2018","2016","buy","0.03","1250.52","1246.5","12.06","24.09","1.997512","6.0278","15.999329","0.238673","0.640553","0.741935","0.877832","6.084142","0.197705","1.088427","1.625081"
"2016-06-13T14:00:00","2016-06-13T17:10:40","training_2015_2018","2016","buy","0.02","1285.49","1279.28","12.42","-12.42","-1","3.1778","20.181678","0.126452","0.635071","0.872038","0.620497","4.805176","0.264585","0.654056","1.826217"
"2016-06-29T06:00:00","2016-06-29T14:00:00","training_2015_2018","2016","buy","0.01","1320.45","1311.01","9.44","-3.26","-0.345339","8","23.66836","0.128399","0.633218","0.633218","0.727593","3.537261","0.300918","0.881101","2.375932"
"2016-07-01T17:00:00","2016-07-05T04:42:40","training_2015_2018","2016","buy","0.01","1339.86","1331.04","8.82","0.62","0.070295","83.7111","22.587587","0.434622","0.638554","0.771084","1.844672","5.800716","0.302276","1.635442","2.179269"
"2016-07-27T16:00:00","2016-07-27T21:49:40","training_2015_2018","2016","buy","0.03","1323.05","1318.15","14.7","29.37","1.997959","5.8278","18.086924","0.510884","0.716129","0.741935","2.065749","2.629942","0.170177","1.687316","2.174633"
"2016-07-28T11:00:00","2016-07-28T17:46:40","training_2015_2018","2016","buy","0.02","1343.15","1336.8","12.7","-12.7","-1","6.7778","18.707516","0.111176","0.956954","0.956954","0.883558","6.828555","0.254562","1.404678","1.858338"
"2016-08-10T16:00:00","2016-08-10T16:30:40","training_2015_2018","2016","buy","0.02","1356.58","1350.49","12.18","-12.18","-1","0.5111","8.264076","0.438154","0.820639","0.867322","1.578131","6.770066","0.190151","1.73792","2.360566"
"2016-08-16T09:00:00","2016-08-16T15:31:40","training_2015_2018","2016","buy","0.03","1347.75","1342.73","15.06","30.12","2","6.5278","8.820542","0.174494","0.737313","0.8","1.243735","4.169296","0.199904","1.170884","1.863505"
"2016-08-26T13:00:00","2016-08-26T15:55:40","training_2015_2018","2016","buy","0.05","1326.22","1323.31","14.55","29.1","2","2.9278","7.298814","0.386266","0.75","0.888158","1.087268","5.357654","0.105433","0.826131","2.081402"
"2016-09-20T10:00:00","2016-09-20T12:19:40","training_2015_2018","2016","buy","0.06","1317.36","1315.09","13.62","-13.62","-1","2.3278","7.894867","0.262829","0.839506","0.981481","1.013767","2.90363","0.12133","1.114582","1.420401"
"2016-09-21T15:00:00","2016-09-22T09:00:00","training_2015_2018","2016","buy","0.02","1324.14","1317.89","12.5","13.98","1.1184","18","7.657163","0.514925","0.94359","0.994872","1.455224","5.481343","0.20244","1.003792","2.331343"
"2016-09-22T16:00:00","2016-09-23T05:00:00","training_2015_2018","2016","buy","0.02","1337.43","1331.74","11.38","-5.09","-0.447276","13","7.672964","0.429417","0.517304","0.837887","1.856298","5.389687","0.221173","1.9846","1.922485"
"2016-09-30T11:00:00","2016-09-30T17:11:40","training_2015_2018","2016","buy","0.03","1326","1320.85","15.45","-15.45","-1","6.1944","8.049721","0.168806","0.841727","0.985612","0.977668","3.253033","0.214495","1.360406","1.812678"
"2016-10-13T06:00:00","2016-10-13T12:00:00","training_2015_2018","2016","buy","0.02","1259.49","1252.74","13.5","-4.78","-0.354074","6","0.402332","0.125174","0.795148","0.795148","1.289986","3.174548","0.228403","1.690622","2.346175"
"2016-10-18T10:00:00","2016-10-18T16:00:00","training_2015_2018","2016","buy","0.03","1262.23","1257.4","14.49","-9.3","-0.641822","6","1.80007","0.51907","0.819957","0.906725","2.080794","3.872715","0.175566","1.575649","2.180794"
"2016-11-02T07:00:00","2016-11-02T18:13:40","training_2015_2018","2016","buy","0.02","1292.92","1286.96","11.92","23.84","2","11.2278","1.975315","0.286944","0.821277","0.868085","0.842898","4.763271","0.215689","0.760852","2.137303"
"2016-12-12T11:00:00","2016-12-12T15:22:40","training_2015_2018","2016","sell","0.02","1152.6","1159.12","13.04","-13.04","-1","4.3778","9.415445","0.540701","0.67234","0.7","1.396316","4.661319","0.292048","1.373607","1.936007"
"2016-12-15T19:00:00","2016-12-16T08:00:00","training_2015_2018","2016","sell","0.01","1124.15","1133.47","9.32","-7.8","-0.83691","13","9.804448","0.320113","0.497925","0.665975","1.134518","8.35589","0.377903","0.924081","2.194857"
"2016-12-20T07:00:00","2016-12-20T16:39:20","training_2015_2018","2016","sell","0.03","1135.44","1139.96","13.56","27.12","2","9.6556","13.468423","0.514834","0.878412","0.930521","1.75829","2.430192","0.201853","1.013633","1.971728"
"2016-12-22T08:00:00","2016-12-22T09:28:20","training_2015_2018","2016","sell","0.04","1129.09","1132.55","13.84","-13.84","-1","1.4722","13.75142","0.059864","0.431373","0.745098","1.110204","4.223129","0.162734","1.088695","1.885034"
"2017-01-25T06:00:00","2017-01-25T16:23:40","training_2015_2018","2017","sell","0.03","1205.49","1209.97","13.44","26.85","1.997768","10.3944","9.484618","0.421941","0.754579","0.846154","1.151899","4.704641","0.196596","0.762384","1.88903"
"2017-01-26T12:00:00","2017-01-27T22:00:00","training_2015_2018","2017","sell","0.02","1192.64","1199.48","13.68","2.01","0.14693","34","11.213743","0.191313","0.761035","0.847793","2.06053","4.563274","0.267355","1.11056","2.144849"
"2017-02-10T10:00:00","2017-02-10T11:47:20","training_2015_2018","2017","sell","0.03","1221.86","1226.02","12.48","-12.48","-1","1.7889","8.33856","0.077519","0.654088","0.91195","0.948122","6.642815","0.274491","1.309223","1.238939"
"2017-02-13T16:00:00","2017-02-14T07:00:00","training_2015_2018","2017","sell","0.02","1225.34","1231.36","12.04","-7.11","-0.590532","15","8.369913","1.028383","0.746862","0.811715","1.966269","3.780337","0.198392","1.968504","2.477622"
"2017-03-01T15:00:00","2017-03-01T20:00:00","training_2015_2018","2017","sell","0.02","1242.24","1247.57","10.66","-9.78","-0.917448","5","4.946151","0.055385","0.412121","0.433333","1.015385","4.889231","0.261622","0.916338","1.638462"
"2017-03-03T08:00:00","2017-03-03T21:00:40","training_2015_2018","2017","sell","0.04","1230.58","1234.44","15.44","1.56","0.101036","13.0111","6.98216","0.114905","0.871465","0.886889","1.277085","5.03283","0.247526","0.637552","1.268746"
"2017-03-07T12:00:00","2017-03-07T16:33:40","training_2015_2018","2017","sell","0.05","1223.33","1226.42","15.45","30.9","2","4.5611","8.890938","0.332012","0.509804","0.537255","1.263627","5.158573","0.164958","1.131741","1.532111"
"2017-03-08T10:00:00","2017-03-09T10:46:40","training_2015_2018","2017","sell","0.03","1213.67","1218.59","14.76","29.11","1.972222","24.7778","9.115239","0.219178","0.943284","0.967164","1.52968","5.063927","0.180449","1.269886","2.246119"
"2017-03-10T07:00:00","2017-03-10T15:33:40","training_2015_2018","2017","sell","0.04","1197.13","1200.39","13.04","-13.04","-1","8.5611","9.578267","0.180995","0.59009","0.851351","0.95669","4.899806","0.193839","0.645577","1.405753"
"2017-03-14T09:00:00","2017-03-14T13:28:40","training_2015_2018","2017","sell","0.04","1201.6","1205.1","14","-14","-1","4.4778","8.947185","0.062642","0.974684","0.974684","0.899772","4.840547","0.146138","0.747818","1.990661"
"2017-03-24T08:00:00","2017-03-24T09:27:40","training_2015_2018","2017","sell","0.07","1242.37","1244.57","15.4","-15.4","-1","1.4611","6.913279","0.063922","0.703883","0.830097","0.774582","4.023313","0.21407","0.562822","0.8257"
"2017-03-28T10:00:00","2017-03-28T14:25:40","training_2015_2018","2017","sell","0.04","1251.74","1255.01","13.08","-13.08","-1","4.4278","5.098867","0.350515","0.689516","0.75","1.278351","4.407216","0.154984","1.23279","1.687629"
"2017-03-30T16:00:00","2017-03-31T05:32:40","training_2015_2018","2017","sell","0.04","1247.76","1251.53","15.08","29.98","1.988064","13.5444","4.773955","0.290543","0.535556","0.706667","2.668248","3.759265","0.135164","2.015243","2.234598"
"2017-05-02T16:00:00","2017-05-02T20:26:40","training_2015_2018","2017","sell","0.04","1252.91","1256.18","13.08","-13.08","-1","4.4444","2.419956","0.461452","0.72119","0.728625","1.513787","6.190208","0.141831","1.470314","1.838886"
"2017-05-04T09:00:00","2017-05-05T07:37:40","training_2015_2018","2017","sell","0.02","1235.46","1241.5","12.08","1.11","0.091887","22.6278","4.861581","0.12104","0.946921","0.968153","1.676753","6.941972","0.227363","0.786119","2.150552"
"2017-05-17T13:00:00","2017-05-17T16:57:40","training_2015_2018","2017","buy","0.03","1245.96","1240.79","15.51","31.02","2","3.9611","0.991174","0.3452","0.901887","0.901887","1.143474","4.841424","0.186037","0.762987","2.231607"
"2017-06-14T06:00:00","2017-06-14T11:00:00","training_2015_2018","2017","buy","0.04","1269.49","1265.88","14.44","-10.2","-0.706371","5","10.789718","0.130293","0.485294","0.573529","1.0223","4.891005","0.157234","0.819962","1.808845"
"2017-07-21T15:00:00","2017-07-21T20:24:40","training_2015_2018","2017","buy","0.06","1249.11","1246.6","15.06","30.12","2","5.4111","2.974344","0.158428","0.375","0.777344","1.622307","7.097592","0.126355","1.087729","1.589227"
"2017-08-09T11:00:00","2017-08-09T21:34:40","training_2015_2018","2017","buy","0.03","1268.21","1263.99","12.66","25.29","1.99763","10.5778","2.193438","0.290311","0.613971","0.613971","0.951382","5.491431","0.225479","1.325686","1.474607"
"2017-08-10T14:00:00","2017-08-11T03:27:40","training_2015_2018","2017","buy","0.04","1280.97","1277.51","13.84","27.22","1.966763","13.4611","4.259713","0.115607","0.629213","0.82397","1.187194","4.530903","0.175602","0.734247","1.54064"
"2017-08-21T17:00:00","2017-08-22T05:00:00","training_2015_2018","2017","buy","0.02","1291.97","1286.33","11.28","-6.35","-0.562943","12","3.811871","0.465604","0.630088","0.654867","2.369966","4.240772","0.184559","2.135687","2.365101"
"2017-08-28T09:00:00","2017-08-28T17:57:40","training_2015_2018","2017","buy","0.07","1295.21","1292.95","15.82","31.57","1.995575","8.9611","3.381283","0.072452","0.581081","0.77027","0.466215","5.793038","0.245137","0.505728","0.71112"
"2017-09-04T10:00:00","2017-09-05T10:46:40","training_2015_2018","2017","buy","0.02","1337.63","1331.73","11.8","-12.05","-1.021186","24.7778","9.674188","0.121806","0.809061","0.847896","0.818218","5.470674","0.282361","1.111685","1.561671"
"2017-09-08T06:00:00","2017-09-08T12:00:00","training_2015_2018","2017","buy","0.02","1352.3","1346.89","10.82","-1.9","-0.175601","6","12.586047","0.45265","0.652259","0.689587","1.515783","4.937463","0.248364","1.115877","1.609827"
"2017-09-19T17:00:00","2017-09-19T19:34:40","training_2015_2018","2017","buy","0.03","1310.48","1306.44","12.12","-12.12","-1","2.5778","4.963987","0.259295","0.724806","0.879845","1.262231","2.519569","0.156002","1.820599","1.978669"
"2017-09-20T09:00:00","2017-09-20T16:00:00","training_2015_2018","2017","buy","0.03","1313.9","1309.4","13.5","-8.01","-0.593333","7","5.244988","0.40569","0.675824","0.906593","0.958904","4.125395","0.144482","0.936273","2.370811"
"2017-09-26T07:00:00","2017-09-26T10:17:40","training_2015_2018","2017","buy","0.02","1313.24","1307.55","11.38","-11.38","-1","3.2944","5.376258","0.371842","0.793413","0.847305","1.061497","6.734467","0.239633","0.566612","1.809836"
"2017-10-04T09:00:00","2017-10-04T15:03:40","training_2015_2018","2017","buy","0.06","1276.65","1274.21","14.64","29.28","2","6.0611","1.374472","0.199534","0.759494","0.803797","1.050881","4.589292","0.117793","0.929505","1.623113"
"2017-10-12T07:00:00","2017-10-12T13:00:00","training_2015_2018","2017","buy","0.04","1295.15","1291.31","15.36","-5.08","-0.330729","6","0.117848","0.378188","0.657534","0.794521","0.963061","4.186456","0.175616","1.052403","1.687511"
"2017-10-13T10:00:00","2017-10-13T11:21:40","training_2015_2018","2017","buy","0.05","1297.18","1294.43","13.75","-13.75","-1","1.3611","1.104648","0.113945","0.277966","0.498305","1.600651","3.836137","0.142119","1.53351","1.494466"
"2017-10-16T11:00:00","2017-10-16T20:18:40","training_2015_2018","2017","buy","0.03","1305.51","1301.33","12.54","-12.54","-1","9.3111","1.706687","0.114309","0.577358","0.803774","1.081853","5.735864","0.18768","1.214089","1.708492"
"2017-10-26T09:00:00","2017-10-26T10:30:40","training_2015_2018","2017","buy","0.04","1281.63","1278.28","13.4","-13.4","-1","1.5111","1.639944","0.122996","0.483333","0.616667","1.317812","4.423457","0.177681","0.798301","1.470525"
"2017-11-15T11:00:00","2017-11-15T17:35:40","training_2015_2018","2017","buy","0.03","1284.12","1280.08","12.12","-12.12","-1","6.5944","1.605441","0.072433","0.538117","0.632287","0.950149","5.432467","0.182824","1.757515","1.723349"
"2017-11-17T17:00:00","2017-11-17T20:09:40","training_2015_2018","2017","buy","0.03","1285.63","1281.23","13.2","26.4","2","3.1611","1.587024","0.379434","0.447205","0.481366","1.77069","4.074787","0.141488","2.502064","2.420594"
"2017-11-30T11:00:00","2017-11-30T20:04:40","training_2015_2018","2017","sell","0.03","1280.15","1284.59","13.32","26.67","2.002252","9.0778","0.825399","0.538984","0.935622","0.957082","0.95865","5.554413","0.189855","1.209313","1.828039"
"2017-12-07T08:00:00","2017-12-07T16:15:40","training_2015_2018","2017","sell","0.04","1260.46","1264.15","14.76","29.52","2","8.2611","0.247974","0.623169","0.769697","0.89697","1.757656","3.994674","0.148954","0.710934","1.964181"
"2017-12-12T17:00:00","2017-12-12T22:00:00","training_2015_2018","2017","sell","0.04","1240.48","1244.26","15.12","-11.44","-0.756614","5","0.944646","0.064164","0.419178","0.509589","2.341996","4.023099","0.125637","2.922212","2.422746"
"2017-12-15T13:00:00","2017-12-15T17:00:00","training_2015_2018","2017","buy","0.03","1258.59","1254.12","13.41","-8.1","-0.604027","4","0.515216","0.247614","0.676923","0.964103","1.005932","3.79675","0.154071","0.830502","2.307893"
"2017-12-20T13:00:00","2017-12-20T16:37:40","training_2015_2018","2017","buy","0.05","1265.45","1262.62","14.15","-14.15","-1","3.6278","1.393555","0.142615","0.264045","0.398876","1.208829","3.877759","0.1164","0.970194","1.920034"
"2017-12-29T11:00:00","2017-12-29T16:20:40","training_2015_2018","2017","buy","0.06","1296.72","1294.43","13.74","27.48","2","5.3444","5.842829","0.152672","0.697297","0.745946","1.412214","5.763359","0.101055","1.467354","1.748855"
"2018-01-02T16:00:00","2018-01-03T04:38:40","training_2015_2018","2018","buy","0.03","1314.21","1309.63","13.74","1","0.07278","12.6444","6.171189","0.429288","0.740891","0.817814","0.990973","7.137412","0.189715","1.415269","1.837212"
"2018-01-11T16:00:00","2018-01-12T11:01:40","training_2015_2018","2018","buy","0.03","1321.15","1316.51","13.92","27.46","1.972701","19.0278","7.143497","0.057609","0.419825","0.472303","1.646663","2.477196","0.157706","2.697013","2.22674"
"2018-01-15T07:00:00","2018-01-16T10:00:00","training_2015_2018","2018","buy","0.02","1342.83","1336.02","13.62","-7.49","-0.549927","27","7.740554","0.189977","0.738318","0.864486","0.70095","6.4887","0.227417","0.562526","2.229053"
"2018-01-19T10:00:00","2018-01-22T01:05:00","training_2015_2018","2018","buy","0.02","1335.16","1329.21","11.9","-0.47","-0.039496","63.0833","5.714126","0.680374","0.705882","0.879902","1.525234","2.82243","0.200406","1.144359","2.223364"
"2018-01-24T09:00:00","2018-01-24T14:54:40","training_2015_2018","2018","buy","0.04","1343.64","1339.7","15.76","31.52","2","5.9111","6.570938","0.536527","0.581197","0.918803","1.120958","5.231138","0.155403","1.093802","1.886826"
"2018-02-13T08:00:00","2018-02-13T16:00:00","training_2015_2018","2018","buy","0.03","1326.48","1321.41","15.21","-1.89","-0.12426","8","3.100352","0.063264","0.081761","0.27044","1.341206","3.89709","0.17876","1.034348","2.137115"
"2018-02-15T11:00:00","2018-02-15T13:18:40","training_2015_2018","2018","buy","0.03","1356.57","1351.75","14.46","-14.46","-1","2.3111","5.100341","0.20731","0.557632","0.806854","0.700491","8.336061","0.33783","0.965084","1.051446"
"2018-02-16T07:00:00","2018-02-16T15:00:00","training_2015_2018","2018","buy","0.02","1358.83","1352.12","13.42","-5.18","-0.385991","8","4.760024","0.448869","0.527363","0.810945","1.455204","3.221719","0.203324","1.255514","2.427602"
"2018-03-01T11:00:00","2018-03-01T16:00:40","training_2015_2018","2018","sell","0.03","1311.6","1316.26","13.98","1.41","0.100858","5.0111","0.491473","0.391372","0.8","0.804651","0.956193","4.447409","0.171431","0.977662","2.07465"
"2018-03-08T17:00:00","2018-03-09T09:00:00","training_2015_2018","2018","sell","0.03","1322.05","1326.95","14.7","8.41","0.572109","16","1.569277","0.059266","0.744444","0.931111","2.051516","3.100068","0.165914","2.311759","2.233576"
"2018-03-21T15:00:00","2018-03-21T20:05:40","training_2015_2018","2018","buy","0.03","1318.81","1313.77","15.12","1.5","0.099206","5.0944","1.536531","0.44402","0.841975","0.883951","1.933636","5.04655","0.158834","1.770834","2.40604"
"2018-03-23T09:00:00","2018-03-26T09:00:00","training_2015_2018","2018","buy","0.02","1343.03","1336.28","13.5","4.29","0.317778","72","1.398938","1.205087","0.895954","0.94027","1.650238","4.556439","0.234196","0.975394","2.147695"
"2018-03-26T17:00:00","2018-03-27T04:00:00","training_2015_2018","2018","buy","0.02","1352.87","1346.97","11.8","-3.73","-0.316102","11","4.151337","0.723182","0.875439","0.878947","2.290076","3.001205","0.183998","2.237481","2.369988"
"2018-04-02T10:00:00","2018-04-02T15:26:20","training_2015_2018","2018","buy","0.06","1330.59","1328.19","14.4","28.74","1.995833","5.4389","4.255872","0.076239","0.452055","0.936073","1.113088","4.614994","0.147883","0.64773","1.21817"
"2018-04-11T10:00:00","2018-04-11T15:35:40","training_2015_2018","2018","buy","0.03","1344.77","1339.71","15.18","30.36","2","5.5944","3.698541","0.873533","0.734328","0.814925","1.455889","3.515863","0.17112","1.162384","2.199087"
"2018-05-11T12:00:00","2018-05-11T18:00:00","training_2015_2018","2018","buy","0.03","1323.27","1318.23","15.12","-3","-0.198413","6","3.563029","0.12954","0.764103","0.769231","0.902151","3.414296","0.163366","1.121671","2.329933"
"2018-05-23T09:00:00","2018-05-23T12:07:40","training_2015_2018","2018","sell","0.03","1290.49","1294.82","12.99","-12.99","-1","3.1278","0.071211","0.170168","0.827434","0.924779","1.201808","2.802446","0.145719","0.809395","2.301542"
"2018-05-24T16:00:00","2018-05-24T17:02:40","training_2015_2018","2018","buy","0.04","1298.75","1295.29","13.84","27.68","2","1.0444","0.174293","0.323887","0.625","0.627404","1.981424","4.281972","0.161673","1.528192","1.647988"
"2018-06-07T16:00:00","2018-06-07T16:28:40","training_2015_2018","2018","buy","0.03","1301.58","1297.26","12.96","-12.96","-1","0.4778","3.955432","0.559867","0.429293","0.568182","2.195122","3.519956","0.138622","2.72678","2.3949"
"2018-06-26T06:00:00","2018-06-26T14:54:40","training_2015_2018","2018","sell","0.04","1263.77","1267.82","16.2","32.44","2.002469","8.9111","1.685302","0.285714","0.464832","0.767584","1.531616","2.861827","0.168936","0.882286","1.898595"
"2018-06-27T06:00:00","2018-06-27T11:00:00","training_2015_2018","2018","sell","0.03","1254.25","1259.65","16.2","-12.03","-0.742593","5","2.811887","0.207161","0.458065","0.741935","0.698041","4.449448","0.177042","0.862995","2.432808"
"2018-06-28T10:00:00","2018-06-28T15:54:40","training_2015_2018","2018","sell","0.04","1250.46","1253.98","14.08","-14.08","-1","5.9111","3.896234","0.068393","0.660661","0.807808","1.626771","4.621397","0.163701","1.195976","1.721886"
"2018-07-11T15:00:00","2018-07-12T08:00:00","training_2015_2018","2018","sell","0.03","1248.69","1253.56","14.61","11.29","0.772758","17","6.145706","0.180451","0.642336","0.839416","1.373434","3.904762","0.159767","1.099363","2.440852"
"2018-07-18T09:00:00","2018-07-18T16:00:00","training_2015_2018","2018","sell","0.03","1224.66","1229.35","14.07","-1.89","-0.134328","7","7.822416","0.552284","0.753994","0.875399","1.271066","7.683249","0.201076","0.884091","1.903046"
"2018-07-24T08:00:00","2018-07-24T10:31:40","training_2015_2018","2018","sell","0.02","1219.03","1225.03","12","-12","-1","2.5278","9.182478","0.550421","0.716931","0.740741","1.55268","5.007188","0.1997","0.615721","2.465989"
"2018-08-02T15:00:00","2018-08-03T10:59:40","training_2015_2018","2018","sell","0.03","1214.32","1218.86","13.62","27.1","1.989721","19.9944","9.220192","0.33325","0.577039","0.65861","1.646357","3.402139","0.165566","1.870877","2.258667"
"2018-08-06T14:00:00","2018-08-07T04:00:00","training_2015_2018","2018","sell","0.03","1209.89","1214.18","12.87","0.73","0.056721","14","7.976242","0.71215","0.740625","0.753125","1.739603","4.773036","0.152039","1.4371","2.334303"
