Status,ReportsParsed,IdentityAcceptedReports,TotalAttempts,InfrastructureErrorsRetriedUnchanged,AllWindowsPositive,CenterPartialBehaviorConfirmed,CenterDisjointEraFloor,CenterGrowthGate,CenterCagrGate,CenterEfficiencyAndRiskGate,PassingNeighbors,NeighborhoodGate,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,CenterNetProfit,CenterDelta,BestObservedProfile,BestObservedNetProfit,SourceSha256,BinarySha256,CenterProfileSha256,ManifestSha256
REJECTED_IN_DISCOVERY,24,24,29,5,True,True,False,False,False,False,0,False,False,False,False,False,False,1353.74,1325.39,-28.35,rvpr_target175,1392.02,614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719,37F90A3C23CEF638AEE689807E01F7EC220EF01EC999CA6D41D6F8BE6906A810,3D115B1459EB6D701E2F48115A06A9AEBC66593579AC0115EC329CA077AC05FB,66E6E01AE5A802E1E3423C51B4E5A015B480E369424EA8D84539312304512D40
