"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"rqri_body070","reversion_reward_quality_risk_discovery_model1","body_risk_diagnostic","3","3","0","0","2754.17","354.88","1369.88","2.21","1.78","2.13","1.76","0","3","0","118.17","1.8933","5.2767","46.31","6","True"
"rqri_center150_070","reversion_reward_quality_risk_discovery_model1","center","3","3","0","0","2754.17","354.88","1369.88","2.21","1.78","2.13","1.76","0","3","0","118.17","1.8933","5.2767","46.31","6","True"
"rqri_control","reversion_reward_quality_risk_discovery_model1","control","3","3","0","0","2786.72","370.6","1379.93","2.25","1.85","2.17","1.84","0","3","0","118.17","1.9267","5.4133","46.31","6","True"
"rqri_risk065","reversion_reward_quality_risk_discovery_model1","risk_lower","3","3","0","0","2754.17","354.88","1369.88","2.21","1.78","2.13","1.76","0","3","0","118.17","1.8933","5.2767","46.31","6","True"
"rqri_risk075","reversion_reward_quality_risk_discovery_model1","risk_upper","3","3","0","0","2754.17","354.88","1369.88","2.21","1.78","2.13","1.76","0","3","0","118.17","1.8933","5.2767","46.31","6","True"
"rqri_rr135","reversion_reward_quality_risk_discovery_model1","reward_lower","3","3","0","0","2754.17","354.88","1369.88","2.21","1.78","2.13","1.76","0","3","0","118.17","1.8933","5.2767","46.31","6","True"
"rqri_rr165","reversion_reward_quality_risk_discovery_model1","reward_upper","3","3","0","0","2754.17","354.88","1369.88","2.21","1.78","2.13","1.76","0","3","0","118.17","1.8933","5.2767","46.31","6","True"
