"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_range_elite","15","15","10666.71","6763.86","1107.93","214.3","2473.48","","0","0"
"sep020","15","15","9402.23","5580.22","1107.93","214.3","2223.11","","0","0"
"sep015","15","15","9402.23","5580.22","1107.93","214.3","2223.11","","0","0"
"sep012","15","15","9402.23","5580.22","1107.93","214.3","2223.11","","0","0"
