"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","continuous_2019_2026","2019.01.01","2026.07.12","1","configs\001_sr_control_continuous_2019_2026_m1.ini","broker_risk_sr_control_continuous_2019_2026_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_continuous_2019_2026_m1.htm","10000","2749","7.5264","315.97","10315.97","3.16","0.42","0.41","2.61","10.9","20.4","55.17","29","4","93.21","0.92","66.47","93.21","3.39","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2019_full","2019.01.01","2019.12.31","1","configs\002_sr_control_2019_full_m1.ini","broker_risk_sr_control_2019_full_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2019_full_m1.htm","10000","364","0.9966","53.79","10053.79","0.54","0.54","0.54","0","26.9","0.9","100","2","0","34.02","0.34","0","34.02","1.58","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2020_full","2020.01.01","2020.12.31","1","configs\003_sr_control_2020_full_m1.ini","broker_risk_sr_control_2020_full_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2020_full_m1.htm","10000","365","0.9993","9.25","10009.25","0.09","0.09","0.09","1.21","2.31","0.2","25","4","3","65.63","0.65","43.07","65.63","0.14","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2021_full","2021.01.01","2021.12.31","1","configs\004_sr_control_2021_full_m1.ini","broker_risk_sr_control_2021_full_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2021_full_m1.htm","10000","364","0.9966","82.25","10082.25","0.82","0.83","0.83","4.51","27.42","0.7","66.67","3","1","48.62","0.48","23.4","48.62","1.69","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2022_full","2022.01.01","2022.12.31","1","configs\005_sr_control_2022_full_m1.ini","broker_risk_sr_control_2022_full_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2022_full_m1.htm","10000","364","0.9966","38.18","10038.18","0.38","0.38","0.38","1.51","4.77","1.09","50","8","2","64.65","0.64","26.7","64.65","0.59","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2023_full","2023.01.01","2023.12.31","1","configs\006_sr_control_2023_full_m1.ini","broker_risk_sr_control_2023_full_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2023_full_m1.htm","10000","364","0.9966","18.29","10018.29","0.18","0.18","0.18","5.62","9.15","0.13","50","2","1","38.75","0.39","3.96","38.75","0.47","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2024_full","2024.01.01","2024.12.31","1","configs\007_sr_control_2024_full_m1.ini","broker_risk_sr_control_2024_full_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2024_full_m1.htm","10000","365","0.9993","4.24","10004.24","0.04","0.04","0.04","1.09","0.85","0.1","40","5","2","45.22","0.45","41.32","45.22","0.09","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2025_full","2025.01.01","2025.12.31","1","configs\008_sr_control_2025_full_m1.ini","broker_risk_sr_control_2025_full_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2025_full_m1.htm","10000","364","0.9966","53.29","10053.29","0.53","0.53","0.53","11.05","13.32","1.02","75","4","1","41.1","0.41","5.3","41.1","1.3","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","sr_control","","broker_risk_sizing_probe","","fast_model1","sr_control.set","2026_ytd","2026.01.01","2026.07.12","1","configs\009_sr_control_2026_ytd_m1.ini","broker_risk_sr_control_2026_ytd_m1","profiles\sr_control.set","9B9DE184A534269CC80A74FB41D2939DB9BC4D1BF279F9EEDB01C7B6DE66D4D2","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_control_2026_ytd_m1.htm","10000","192","0.5257","54.92","10054.92","0.55","1.04","1.05","0","54.92","0.13","100","1","0","30.96","0.31","0","30.96","1.77","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","sr_sweep_off","","broker_risk_sizing_probe","","fast_model1","sr_sweep_off.set","continuous_2019_2026","2019.01.01","2026.07.12","1","configs\010_sr_sweep_off_continuous_2019_2026_m1.ini","broker_risk_sr_sweep_off_continuous_2019_2026_m1","profiles\sr_sweep_off.set","43061CA1889A99403169E470BFE3826502424D995A4C74E5EB41C590F4B94600","Reject if any broad year loses, continuous net is non-positive, PF is below 1.20, or drawdown remains above 10%.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\broker_risk_sr_sweep_off_continuous_2019_2026_m1.htm","10000","2749","7.5264","328.58","10328.58","3.29","0.44","0.43","2.81","11.74","21.91","53.57","28","3","83.97","0.82","47.63","83.97","3.91","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
