"EntryTime","ExitTime","EntryYear","EntryMonth","EntryHour","DayOfWeek","Symbol","Side","Volume","EntryPrice","ExitPrice","InitialStop","InitialTarget","InitialRiskMoney","RiskR","HoldMinutes","Profit","Winner","EntrySubtype","EntryComment","ExitComment"
"2015-11-04T01:45:00","2015-12-07T01:05:00","2015","11","1","Wednesday","XAUUSD","sell","0.01","1119.99","1085.2","1142.08",,"22.09","1.50249","47480","33.19","True","other","DDB;DDB;Daily Donchian sell;AD",""
"2016-02-04T02:30:00","2016-03-15T01:05:00","2016","2","2","Thursday","XAUUSD","buy","0.01","1141.82","1235.18","1121.36",,"20.46","4.324047","57515","88.47","True","other","DDB;DDB;Daily Donchian buy;ADX",""
"2017-02-16T16:00:00","2017-02-16T16:53:05","2017","2","16","Thursday","XAUUSD","sell","0.01","1236.47","1239.76","1239.76","1229.64","3.29","-1","53.08","-3.29","False","other","RRO;Band VWAP reversion;Upper-","sl 1239.76"
"2018-05-08T18:00:00","2018-05-08T19:10:20","2018","5","18","Tuesday","XAUUSD","buy","0.02","1307.93","1312.57","1305.47","1312.55","4.92","1.886179","70.33","9.28","True","other","RRO;Band VWAP reversion;Lower-","tp 1312.55"
"2018-06-18T01:05:00","2018-08-27T01:05:00","2018","6","1","Monday","XAUUSD","sell","0.01","1279.13","1207.53","1295.32",,"16.19","4.212477","100800","68.2","True","other","DDB;DDB;Daily Donchian sell;AD",""
"2018-09-28T15:00:00","2018-09-28T17:56:38","2018","9","15","Friday","XAUUSD","buy","0.01","1183.52","1190.74","1180.29","1190.74","3.23","2.235294","176.63","7.22","True","other","RRO;Band VWAP reversion;Lower-","tp 1190.74"
"2018-11-12T01:30:00","2018-11-20T15:27:25","2018","11","1","Monday","XAUUSD","sell","0.01","1209.59","1227.91","1227.91",,"18.32","-1.021288","12357.42","-18.71","False","other","DDB;DDB;Daily Donchian sell;AD","sl 1227.91"
"2020-09-29T09:15:00","2020-09-29T10:10:50","2020","9","9","Tuesday","XAUUSD","buy","0.05","1879.67","1880.39","1875.49","1886.31","20.9","0.172249","55.83","3.6","True","trend_fallback","DGF;Diagnostic trend fallback;","sl 1880.39"
"2020-09-30T09:30:00","2020-09-30T10:22:33","2020","9","9","Wednesday","XAUUSD","buy","0.05","1888","1885.33","1882.86","1896.69","25.7","-0.519455","52.55","-13.35","False","liquidity_sweep","DGF;Liquidity sweep;Diagnostic","sl 1885.58"
"2020-10-29T09:00:00","2020-10-29T10:13:55","2020","10","9","Thursday","XAUUSD","sell","0.05","1882.78","1877.92","1884.97","1877.94","10.95","2.219178","73.92","24.3","True","trend_fallback","DGF;Diagnostic trend fallback;","tp 1877.94"
