"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","xmrv_base","1","independent_m15_xag_relative_value","1","discovery_model1","xmrv_base.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\001_xmrv_base_older_2015_2017_m1.ini","xmrv_base_older_2015_2017_m1","profiles\xmrv_base.set","0DD356103829D709A7D28906F25BACAF97C3F08D719101E62D08D052F306ED25","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_base_older_2015_2017_m1.htm","10000","1095","2.9979","-500.03","9499.97","-5","-1.67","-1.7","0.73","-1.36","-5","40.33","367","12","502.5","5.02","500.37","502.5","-1","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","xmrv_base","1","independent_m15_xag_relative_value","1","discovery_model1","xmrv_base.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\002_xmrv_base_discovery_2018_2020_m1.ini","xmrv_base_discovery_2018_2020_m1","profiles\xmrv_base.set","0DD356103829D709A7D28906F25BACAF97C3F08D719101E62D08D052F306ED25","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_base_discovery_2018_2020_m1.htm","10000","1095","2.9979","-496.24","9503.76","-4.96","-1.66","-1.68","0.7","-1.67","-5","36.58","298","10","506.47","5.06","502.19","506.47","-0.98","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","xmrv_move8","2","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move8.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\003_xmrv_move8_older_2015_2017_m1.ini","xmrv_move8_older_2015_2017_m1","profiles\xmrv_move8.set","7D7B174ECD9DC528ABBA38E8A84465A14871ED9BDD6B476B9F76F4D12892BED9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move8_older_2015_2017_m1.htm","10000","1095","2.9979","-489.81","9510.19","-4.9","-1.63","-1.66","0.65","-1.81","-5","38.89","270","9","506.16","5.05","502.53","506.16","-0.97","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","xmrv_move8","2","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move8.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\004_xmrv_move8_discovery_2018_2020_m1.ini","xmrv_move8_discovery_2018_2020_m1","profiles\xmrv_move8.set","7D7B174ECD9DC528ABBA38E8A84465A14871ED9BDD6B476B9F76F4D12892BED9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move8_discovery_2018_2020_m1.htm","10000","1095","2.9979","-393.96","9606.04","-3.94","-1.31","-1.33","0.75","-1.43","-5","36.96","276","12","514.57","5.08","509.71","514.57","-0.77","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","xmrv_move12","3","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move12.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\005_xmrv_move12_older_2015_2017_m1.ini","xmrv_move12_older_2015_2017_m1","profiles\xmrv_move12.set","87C114F580B911D49A0F4B85833078BA6DF33F01B3BEEBD13B614804FA6E66A4","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move12_older_2015_2017_m1.htm","10000","1095","2.9979","-429.41","9570.59","-4.29","-1.43","-1.45","0.51","-2.75","-5","35.26","156","19","520.03","5.15","509.41","520.03","-0.83","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","xmrv_move12","3","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move12.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\006_xmrv_move12_discovery_2018_2020_m1.ini","xmrv_move12_discovery_2018_2020_m1","profiles\xmrv_move12.set","87C114F580B911D49A0F4B85833078BA6DF33F01B3BEEBD13B614804FA6E66A4","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move12_discovery_2018_2020_m1.htm","10000","1095","2.9979","-489.9","9510.1","-4.9","-1.63","-1.66","0.63","-2.1","-5","35.62","233","9","507.74","5.07","507.74","507.74","-0.96","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","xmrv_move24","4","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move24.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\007_xmrv_move24_older_2015_2017_m1.ini","xmrv_move24_older_2015_2017_m1","profiles\xmrv_move24.set","4DB2B022549A50896C2C790E92EAB00EB7703A0F59C1652655409A3768B407F9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move24_older_2015_2017_m1.htm","10000","1095","2.9979","-403","9597","-4.03","-1.34","-1.36","0.58","-2.41","-5","31.74","167","19","513.7","5.08","511.74","513.7","-0.78","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","xmrv_move24","4","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move24.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\008_xmrv_move24_discovery_2018_2020_m1.ini","xmrv_move24_discovery_2018_2020_m1","profiles\xmrv_move24.set","4DB2B022549A50896C2C790E92EAB00EB7703A0F59C1652655409A3768B407F9","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move24_discovery_2018_2020_m1.htm","10000","1095","2.9979","-505.79","9494.21","-5.06","-1.69","-1.72","0.7","-1.66","-5","38.03","305","11","512.6","5.12","505.79","512.6","-0.99","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","xmrv_move32","5","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move32.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\009_xmrv_move32_older_2015_2017_m1.ini","xmrv_move32_older_2015_2017_m1","profiles\xmrv_move32.set","59B9F13EDD2CE46AFEC38F730D344DFFFFCFD2C9372BBF81C77218AD709F4E53","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move32_older_2015_2017_m1.htm","10000","1095","2.9979","-454.82","9545.18","-4.55","-1.52","-1.54","0.66","-1.86","-5","34.84","244","13","510.37","5.08","503.31","510.37","-0.89","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","xmrv_move32","5","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move32.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\010_xmrv_move32_discovery_2018_2020_m1.ini","xmrv_move32_discovery_2018_2020_m1","profiles\xmrv_move32.set","59B9F13EDD2CE46AFEC38F730D344DFFFFCFD2C9372BBF81C77218AD709F4E53","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_move32_discovery_2018_2020_m1.htm","10000","1095","2.9979","-478.06","9521.94","-4.78","-1.59","-1.62","0.76","-1.26","-5","39.47","380","15","503.37","5.02","503.35","503.37","-0.95","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"11","xmrv_div075","6","independent_m15_xag_relative_value","1","discovery_model1","xmrv_div075.set","older_2015_2017","2015.01.01","2017.12.31","1","configs\011_xmrv_div075_older_2015_2017_m1.ini","xmrv_div075_older_2015_2017_m1","profiles\xmrv_div075.set","0650DCCD90D362AE2F0592626C7280D8375F4A243B419C474FD920C504C99745","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_div075_older_2015_2017_m1.htm","10000","1095","2.9979","-475.89","9524.11","-4.76","-1.59","-1.61","0.63","-1.98","-5","37.92","240","15","509","5.07","503.76","509","-0.93","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"12","xmrv_div075","6","independent_m15_xag_relative_value","1","discovery_model1","xmrv_div075.set","discovery_2018_2020","2018.01.01","2020.12.31","1","configs\012_xmrv_div075_discovery_2018_2020_m1.ini","xmrv_div075_discovery_2018_2020_m1","profiles\xmrv_div075.set","0650DCCD90D362AE2F0592626C7280D8375F4A243B419C474FD920C504C99745","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\xmrv_div075_discovery_2018_2020_m1.htm","10000","1095","2.9979","-504.59","9495.41","-5.05","-1.68","-1.71","0.63","-2.09","-5","34.44","241","11","507.59","5.07","504.59","507.59","-0.99","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
