"QueueRank","Wave","Role","Window","Model","ExpectedReportName","Status","ReportPath","ReportIdentityPath","ReportIdentityReused","ReportSha256","ConfigSha256","SourceSha256","ProfileSha256","PortableBinarySha256","InitialDeposit","NetProfit","Balance","TotalReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","RecoveryFactor"
"1","1","training","2015_2018","1","rdmc_tmv7_w01_m1_training_2015_2018","PARSED","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w01_m1_training_2015_2018.htm","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w01_m1_training_2015_2018.identity.json","False","1E8C379FA705FA9C923BC07CA2F43B9FC65A12CE8B3F94AF53049F973DB2271B","C7F82F85206D01740E25DB274BCA56317CA4B02199AC12975F4032B8DFC5E4BA","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","6E2EF7B031FF30216876E0232A8CE9D6BFC9F7913A863103DC9B12C1A04A100C","28C2388BF3C4AF8746734619DDED89D23BABA5DB1D746FFC3FBBC9F6E4D0E65E","10000","168.74","10168.74","1.69","0.42","1.53","2.6","1.23","43.08","65","5","154.67","1.52","1.091"
"2","2","critical","2019","1","rdmc_tmv7_w02_m1_critical_2019","PARSED","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w02_m1_critical_2019.htm","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w02_m1_critical_2019.identity.json","False","01C33E45FD03AA1D96604B997DC681284791BA0C829DB7BA1D26C2B241AC63B1","D733DA231D81D2F59F5905CEFAA64BE426DD971D7F6120F5494816596888CC25","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","6E2EF7B031FF30216876E0232A8CE9D6BFC9F7913A863103DC9B12C1A04A100C","28C2388BF3C4AF8746734619DDED89D23BABA5DB1D746FFC3FBBC9F6E4D0E65E","10000","8.83","10008.83","0.09","0.09","1.12","0.35","1.05","32","25","4","45.14","0.45","0.1956"
"3","2","critical","2022","1","rdmc_tmv7_w02_m1_critical_2022","PARSED","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w02_m1_critical_2022.htm","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w02_m1_critical_2022.identity.json","False","8D47828BBA2DD49E3AA83954F50CE73EA2283BF29F9C8162228A7C6BBE6FAC14","EDBEDE89EAC309BB8170CF1F6174AF80EE7DF8532EC16B0EC3E703861EEE81D1","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","6E2EF7B031FF30216876E0232A8CE9D6BFC9F7913A863103DC9B12C1A04A100C","28C2388BF3C4AF8746734619DDED89D23BABA5DB1D746FFC3FBBC9F6E4D0E65E","10000","81.25","10081.25","0.81","0.82","1.98","4.06","5.93","45","20","3","51.7","0.51","1.5716"
