"Profile","Status","Trials","Seed","TradeLogFiles","SourceFiles","RecordMode","RawRows","ProfitRows","ClosedRows","RTrades","BaseNetR","BaseProfitFactor","BaseMaxDrawdownR","ProfileIdSamples","ProfileIds","SourceHashSamples","SourceHashes","RunLabelSamples","RunLabels","P05NetR","MedianNetR","WorstNetR","MedianProfitFactor","P95MaxDrawdownR","P95MaxConsecutiveLosses","FailureRatePercent","GatePass","GatePending","GateFail","FailureGates","PendingGates","StressAssumptions"
"three_lane_ddb045","FAIL","10000","260716","1","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\THREE_LANE_DDB045_MODEL4_TRADES.csv","all-profit-rows","51","51","51","51","45.3202","3.7145","3.0104","0","","0","","0","","30.1235","37.2709","19.2017","3.0336","6.5642","7.00","19.87","8","0","2","p95-drawdown-r-cap; p95-consecutive-loss-cap","","slipR<=0.05; delayR<=0.08; spreadShockR<=0.1; spreadShockP=0.15; missedWinnerP=0.08; p95LossRunCap=5"
