Status,TelemetryBehaviorEquivalent,TelemetryTrades,TrainingTrades,ValidationTrades,TrainingCenterNetProfit,ValidationControlNetProfit,ValidationCenterNetProfit,CenterFullPeriodMomentumImprovement,CenterProjectedPortfolioNetProfit,PassingThresholds,RequiredThresholds,ImplementationPermitted,Post2020ValidationPermitted,Model4Permitted,PromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,SourceSha256,BinarySha256,ReportSha256,TradeLedgerSha256
REJECTED_IN_RESERVED_VALIDATION,true,194,133,61,531.97,147.65,73.06,-21.22,1358.71,0,2,false,false,false,false,false,false,14F40409A6865F081774AEE18FEEC3E0F22ED1833F8ECAB54DD4BD852A3AD14B,A50D24418921D92A478EDA1EC38BD1BDE6D0E5A941BA5A5236C42BF530F014CB,BD12FEFCA757889F5B0276717FEE90B0A5998EFBA052814E03A51EB9F7AA3060,B3913BD8667C8552937D921197E4949DCA5822075A943F5F8C0032DE77542A3F
