"QueueRank","Candidate","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","SourceSha256","StopRule"
"1","mbq_fixed_control","older_2015_2018","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\001_mbq_fixed_control_older_2015_2018_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\001_mbq_fixed_control_older_2015_2018_m1.ini","mbq_fixed_control_older_2015_2018_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_fixed_control_older_2015_2018_m1","350AC7D91BFC0DD6D6C841DB9AA956822EA20D3B071B76FA5BCCEEF906718BFC","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"2","mbq_fixed_control","repair_2019_2020","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\002_mbq_fixed_control_repair_2019_2020_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\002_mbq_fixed_control_repair_2019_2020_m1.ini","mbq_fixed_control_repair_2019_2020_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_fixed_control_repair_2019_2020_m1","350AC7D91BFC0DD6D6C841DB9AA956822EA20D3B071B76FA5BCCEEF906718BFC","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"3","mbq_fixed_control","continuous_2015_2020","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\003_mbq_fixed_control_continuous_2015_2020_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\003_mbq_fixed_control_continuous_2015_2020_m1.ini","mbq_fixed_control_continuous_2015_2020_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_fixed_control_continuous_2015_2020_m1","350AC7D91BFC0DD6D6C841DB9AA956822EA20D3B071B76FA5BCCEEF906718BFC","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"4","mbq_price_loose","older_2015_2018","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\004_mbq_price_loose_older_2015_2018_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\004_mbq_price_loose_older_2015_2018_m1.ini","mbq_price_loose_older_2015_2018_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_price_loose_older_2015_2018_m1","0BC760C0A678940E5308DB8522DC1180BDAC4042615773EAA56D1585901715FD","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"5","mbq_price_loose","repair_2019_2020","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\005_mbq_price_loose_repair_2019_2020_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\005_mbq_price_loose_repair_2019_2020_m1.ini","mbq_price_loose_repair_2019_2020_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_price_loose_repair_2019_2020_m1","0BC760C0A678940E5308DB8522DC1180BDAC4042615773EAA56D1585901715FD","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"6","mbq_price_loose","continuous_2015_2020","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\006_mbq_price_loose_continuous_2015_2020_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\006_mbq_price_loose_continuous_2015_2020_m1.ini","mbq_price_loose_continuous_2015_2020_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_price_loose_continuous_2015_2020_m1","0BC760C0A678940E5308DB8522DC1180BDAC4042615773EAA56D1585901715FD","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"7","mbq_price_center","older_2015_2018","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\007_mbq_price_center_older_2015_2018_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\007_mbq_price_center_older_2015_2018_m1.ini","mbq_price_center_older_2015_2018_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_price_center_older_2015_2018_m1","6FDF83D8AF3C5E69402ECD89EA96E14B506D51BCB5C7B284A8E7193124214B10","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"8","mbq_price_center","repair_2019_2020","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\008_mbq_price_center_repair_2019_2020_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\008_mbq_price_center_repair_2019_2020_m1.ini","mbq_price_center_repair_2019_2020_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_price_center_repair_2019_2020_m1","6FDF83D8AF3C5E69402ECD89EA96E14B506D51BCB5C7B284A8E7193124214B10","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"9","mbq_price_center","continuous_2015_2020","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\009_mbq_price_center_continuous_2015_2020_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\009_mbq_price_center_continuous_2015_2020_m1.ini","mbq_price_center_continuous_2015_2020_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_price_center_continuous_2015_2020_m1","6FDF83D8AF3C5E69402ECD89EA96E14B506D51BCB5C7B284A8E7193124214B10","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
"10","mbq_price_strict","older_2015_2018","1","10000","outputs\momentum_breakout_quality_discovery_model1_package\configs\010_mbq_price_strict_older_2015_2018_m1.ini","outputs\momentum_breakout_quality_discovery_model1_package\configs\010_mbq_price_strict_older_2015_2018_m1.ini","mbq_price_strict_older_2015_2018_m1","outputs\momentum_breakout_quality_discovery_model1_package\reports_here\mbq_price_strict_older_2015_2018_m1","82138F4F7B7425F82AF29D5064F7901DF53DAB499250C6477BA7886F6086B550","7BCFE5C270F0B9B62121164877A88F0D6212C6B7090438400DBA9391D99C6F3A","Discovery only: both eras positive; PF>=1.45; trades>=150; DD<=2.80%; net>=85% control; quality improvement plus one passing adjacent profile. No post-2020 data."
