Status,CurrentWave,PassedRows,TotalRows,ReportsPresent,TerminalRejection,StagedGatePass,ExecutableGatePass,NextAction,LaunchLocked,ForwardCandidateChanged,RealAccountApproved,ManifestSha256,SourceSha256,ProfileSha256
WAVE_02_PASS,0,3,3,3,False,True,False,FREEZE_BROAD_MODEL1_AND_MODEL4_GATES_WITHOUT_CHANGING_IDENTITY,True,False,False,80BD25AE1E3D88B5D758AA70F74FB673EE1FB8A09CC1AEF356CA50F4DC3D4C1D,27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6,6E2EF7B031FF30216876E0232A8CE9D6BFC9F7913A863103DC9B12C1A04A100C
