"Status","ControlNetProfit","ControlTotalTrades","ControlProfitFactor","ControlMaxDrawdownPercent","MomentumTrades","FirstEntry","LastExit","EventsSha256","ResultSha256","LedgerSha256","SourceSha256","BinarySha256","ReportSha256","ForwardCandidateChanged","RealAccountTradingAllowed"
"EXACT_CONTROL_REPRODUCTION_AND_LEDGER_PASS","2492.25","400","1.93","1.18","310","2015-01-08T06:00:00.0000000","2025-01-30T14:52:39.0000000","5CF02A4400B069888BC87B2005D1B50E400BF188577FBCA3D3B7D11F658A7C6F","60F5BB96F0412D4E1D18D1B8197F11F366D525FE88C25820AC38BE372635F111","6B9A70B11E2C90C4B8247234DF28F7E38A31847B88F1B696B436D42F45BAAD8F","87B5158ABAEACEA12E0FE5FA249DFB8D97FECD84CF3B1983A26079CA459086C2","E1085C145223921F6525161040FD83342FBAA3818829D57C7B4A7A4AAD7F1536","56376FF5487EAF150E158DD5E62596F87D0EF329D9BDF42028A84C8C494A26FD","False","False"
