"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","fbt_base","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\001_fbt_base_older_2015_2018_m1.ini","True","fbt_base_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_base_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:01:16","2026-07-16T22:01:29"
"2","fbt_base","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\002_fbt_base_discovery_2019_2020_m1.ini","True","fbt_base_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_base_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:01:29","2026-07-16T22:01:40"
"3","fbt_base","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\003_fbt_base_continuous_2015_2020_m1.ini","True","fbt_base_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_base_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:01:40","2026-07-16T22:01:53"
"4","fbt_box8","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\004_fbt_box8_older_2015_2018_m1.ini","True","fbt_box8_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box8_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:01:53","2026-07-16T22:02:06"
"5","fbt_box8","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\005_fbt_box8_discovery_2019_2020_m1.ini","True","fbt_box8_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box8_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:02:06","2026-07-16T22:02:16"
"6","fbt_box8","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\006_fbt_box8_continuous_2015_2020_m1.ini","True","fbt_box8_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box8_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:02:16","2026-07-16T22:02:29"
"7","fbt_box16","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\007_fbt_box16_older_2015_2018_m1.ini","True","fbt_box16_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box16_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:02:29","2026-07-16T22:02:41"
"8","fbt_box16","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\008_fbt_box16_discovery_2019_2020_m1.ini","True","fbt_box16_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box16_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:02:41","2026-07-16T22:02:54"
"9","fbt_box16","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\009_fbt_box16_continuous_2015_2020_m1.ini","True","fbt_box16_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box16_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:02:54","2026-07-16T22:03:06"
"10","fbt_box_tight","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\010_fbt_box_tight_older_2015_2018_m1.ini","True","fbt_box_tight_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box_tight_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:03:06","2026-07-16T22:03:17"
"11","fbt_box_tight","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\011_fbt_box_tight_discovery_2019_2020_m1.ini","True","fbt_box_tight_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box_tight_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:03:17","2026-07-16T22:03:30"
"12","fbt_box_tight","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\012_fbt_box_tight_continuous_2015_2020_m1.ini","True","fbt_box_tight_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box_tight_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:03:30","2026-07-16T22:03:42"
"13","fbt_box_wide","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\013_fbt_box_wide_older_2015_2018_m1.ini","True","fbt_box_wide_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box_wide_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:03:42","2026-07-16T22:03:53"
"14","fbt_box_wide","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\014_fbt_box_wide_discovery_2019_2020_m1.ini","True","fbt_box_wide_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box_wide_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:03:53","2026-07-16T22:04:03"
"15","fbt_box_wide","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\015_fbt_box_wide_continuous_2015_2020_m1.ini","True","fbt_box_wide_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_box_wide_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:04:03","2026-07-16T22:04:15"
"16","fbt_age2","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\016_fbt_age2_older_2015_2018_m1.ini","True","fbt_age2_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_age2_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:04:15","2026-07-16T22:04:25"
"17","fbt_age2","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\017_fbt_age2_discovery_2019_2020_m1.ini","True","fbt_age2_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_age2_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:04:25","2026-07-16T22:04:36"
"18","fbt_age2","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\018_fbt_age2_continuous_2015_2020_m1.ini","True","fbt_age2_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_age2_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:04:36","2026-07-16T22:04:48"
"19","fbt_age6","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\019_fbt_age6_older_2015_2018_m1.ini","True","fbt_age6_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\fbt_age6_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T22:04:48","2026-07-16T22:04:59"
