"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","MoveLookback","CorrelationLookback","MinimumCorrelation","DivergenceThresholdATR","RequireTurn","TurnMinimumATR","MinimumXAUMoveATR","TakeProfitR","StopRule"
"1","xmrv_base","1","independent_m15_xag_relative_value","1","discovery_model1","xmrv_base.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\001_xmrv_base_older_2015_2017_m1.ini","xmrv_base_older_2015_2017_m1","profiles\xmrv_base.set","0DD356103829D709A7D28906F25BACAF97C3F08D719101E62D08D052F306ED25","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","16","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"2","xmrv_base","1","independent_m15_xag_relative_value","1","discovery_model1","xmrv_base.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\002_xmrv_base_discovery_2018_2020_m1.ini","xmrv_base_discovery_2018_2020_m1","profiles\xmrv_base.set","0DD356103829D709A7D28906F25BACAF97C3F08D719101E62D08D052F306ED25","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","16","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"3","xmrv_move8","2","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move8.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\003_xmrv_move8_older_2015_2017_m1.ini","xmrv_move8_older_2015_2017_m1","profiles\xmrv_move8.set","7D7B174ECD9DC528ABBA38E8A84465A14871ED9BDD6B476B9F76F4D12892BED9","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","8","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"4","xmrv_move8","2","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move8.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\004_xmrv_move8_discovery_2018_2020_m1.ini","xmrv_move8_discovery_2018_2020_m1","profiles\xmrv_move8.set","7D7B174ECD9DC528ABBA38E8A84465A14871ED9BDD6B476B9F76F4D12892BED9","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","8","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"5","xmrv_move12","3","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move12.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\005_xmrv_move12_older_2015_2017_m1.ini","xmrv_move12_older_2015_2017_m1","profiles\xmrv_move12.set","87C114F580B911D49A0F4B85833078BA6DF33F01B3BEEBD13B614804FA6E66A4","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","12","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"6","xmrv_move12","3","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move12.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\006_xmrv_move12_discovery_2018_2020_m1.ini","xmrv_move12_discovery_2018_2020_m1","profiles\xmrv_move12.set","87C114F580B911D49A0F4B85833078BA6DF33F01B3BEEBD13B614804FA6E66A4","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","12","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"7","xmrv_move24","4","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move24.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\007_xmrv_move24_older_2015_2017_m1.ini","xmrv_move24_older_2015_2017_m1","profiles\xmrv_move24.set","4DB2B022549A50896C2C790E92EAB00EB7703A0F59C1652655409A3768B407F9","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","24","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"8","xmrv_move24","4","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move24.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\008_xmrv_move24_discovery_2018_2020_m1.ini","xmrv_move24_discovery_2018_2020_m1","profiles\xmrv_move24.set","4DB2B022549A50896C2C790E92EAB00EB7703A0F59C1652655409A3768B407F9","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","24","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"9","xmrv_move32","5","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move32.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\009_xmrv_move32_older_2015_2017_m1.ini","xmrv_move32_older_2015_2017_m1","profiles\xmrv_move32.set","59B9F13EDD2CE46AFEC38F730D344DFFFFCFD2C9372BBF81C77218AD709F4E53","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","32","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"10","xmrv_move32","5","independent_m15_xag_relative_value","1","discovery_model1","xmrv_move32.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\010_xmrv_move32_discovery_2018_2020_m1.ini","xmrv_move32_discovery_2018_2020_m1","profiles\xmrv_move32.set","59B9F13EDD2CE46AFEC38F730D344DFFFFCFD2C9372BBF81C77218AD709F4E53","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","32","32","0.35","1.00","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"11","xmrv_div075","6","independent_m15_xag_relative_value","1","discovery_model1","xmrv_div075.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\011_xmrv_div075_older_2015_2017_m1.ini","xmrv_div075_older_2015_2017_m1","profiles\xmrv_div075.set","0650DCCD90D362AE2F0592626C7280D8375F4A243B419C474FD920C504C99745","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","16","32","0.35","0.75","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"12","xmrv_div075","6","independent_m15_xag_relative_value","1","discovery_model1","xmrv_div075.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\012_xmrv_div075_discovery_2018_2020_m1.ini","xmrv_div075_discovery_2018_2020_m1","profiles\xmrv_div075.set","0650DCCD90D362AE2F0592626C7280D8375F4A243B419C474FD920C504C99745","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","16","32","0.35","0.75","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"13","xmrv_div125","7","independent_m15_xag_relative_value","1","discovery_model1","xmrv_div125.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\013_xmrv_div125_older_2015_2017_m1.ini","xmrv_div125_older_2015_2017_m1","profiles\xmrv_div125.set","7C8CA0E96553B4592C9A7626956F6D2A0CEDF8F0404E2FB270813D7D0874AA12","F79BED792F6F2D961181C9A8B0BC9297F5EC41039A816B492CA4CAF442749657","15","16","32","0.35","1.25","true","0.05","0.25","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
