"Status","DirectTestEntrypoints","SourceStagingScenarios","ExactSourceWorkersStaged","RewritePolicyChecks","StaticChecksPassed","ExecutableRows","ExecutableReportsPresent","ExecutableEvaluatorCases","LedgerFailClosedCases","SecondBrokerEvaluatorCases","SecondBrokerPackageChecks","SuccessorForwardScenarios","LegacyForwardScenarios","StrategyRiskInputsChangedForForward","CandidateRegistered","AccountIdentifierPublished","EvidenceInherited","MQL5Launched","RealAccountApproved","SourceSha256","ProfileSha256","ForwardProfileSha256"
"PASS","12","4","4","10","63","24","0","6","12","16","48","4","4","0","False","False","False","False","False","104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8","8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E","816F0FAC4141AB0930A058317C9B5501DC180825B7D8B568BBCE8248D030FA7B"
