"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"","","critical","tlat_rc2_di11","trade_ready_rc2","critical_2019","2019.01.01","2019.12.31","tlat_rc2_di11_critical_2019_m4","PARSED","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di11_critical_2019_m4.htm","10000","364","0.9966","15.07","10015.07","0.15","0.15","0.15","1.09","0.46","0.91","36.36","33","6","85.18","0.85","63.44","85.18","0.1769"
"","","critical","tlat_rc2_di11","trade_ready_rc2","critical_2022","2022.01.01","2022.12.31","tlat_rc2_di11_critical_2022_m4","PARSED","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di11_critical_2022_m4.htm","10000","364","0.9966","16.22","10016.22","0.16","0.16","0.16","1.07","0.45","2.99","41.67","36","4","95.61","0.96","84.47","95.61","0.1696"
"","","critical","tlat_rc2_di12_center","trade_ready_rc2","critical_2019","2019.01.01","2019.12.31","tlat_rc2_di12_center_critical_2019_m4","PARSED","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di12_center_critical_2019_m4.htm","10000","364","0.9966","15.07","10015.07","0.15","0.15","0.15","1.09","0.46","0.91","36.36","33","6","85.18","0.85","63.44","85.18","0.1769"
"","","critical","tlat_rc2_di12_center","trade_ready_rc2","critical_2022","2022.01.01","2022.12.31","tlat_rc2_di12_center_critical_2022_m4","PARSED","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di12_center_critical_2022_m4.htm","10000","364","0.9966","16.22","10016.22","0.16","0.16","0.16","1.07","0.45","2.99","41.67","36","4","95.61","0.96","84.47","95.61","0.1696"
