"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"sqt_capacity_control","four_lane_m15_squeeze_target_interaction_discovery_model1","disabled_four_position_control","3","3","0","0","2786.72","370.6","1379.93","2.25","1.85","2.17","1.84","0","3","0","118.17","1.9267","5.4133","46.31","6","True"
"sqt_center200","four_lane_m15_squeeze_target_interaction_discovery_model1","fixed_center","3","3","0","0","3325.93","478.8","1658.76","2.71","2.4","2.6","2.37","0","3","0","123.83","1.8667","5.88","47.88","6","True"
"sqt_exact_control","four_lane_m15_squeeze_target_interaction_discovery_model1","exact_leader_control","3","3","0","0","2786.72","370.6","1379.93","2.25","1.85","2.17","1.84","0","3","0","118.17","1.9267","5.4133","46.31","6","True"
"sqt_high225","four_lane_m15_squeeze_target_interaction_discovery_model1","upper_neighbor","3","3","0","0","3497.52","512.55","1753.53","2.85","2.56","2.74","2.53","0","3","0","123.83","1.91","6.1433","47.88","6","True"
"sqt_low175","four_lane_m15_squeeze_target_interaction_discovery_model1","lower_neighbor","3","3","0","0","3326.2","481","1656.33","2.71","2.41","2.61","2.38","0","3","0","117.21","1.8667","5.94","47.88","6","True"
"sqt_reference150","four_lane_m15_squeeze_target_interaction_discovery_model1","enabled_reference","3","3","0","0","3177.08","459.89","1575.7","2.6","2.3","2.5","2.28","0","3","0","117.21","1.8267","5.7467","47.88","6","True"
