"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"may265_guarded","7","7","3510.82","1277.57","158.91","214.3","1277.57","","0","0"
"stable_mar1_may225","7","7","3451.27","1277.57","158.91","214.3","1277.57","","0","0"
"mfe_runner_lock","7","7","2986.27","1178.72","169.33","242.38","1178.72","","0","0"
"profit_boost_guarded","7","7","3190.49","725.01","749.46","-24.35","725.01","","-24.35","1"
