Status,NextAction,RegimeMonteCarloGatePass,ConcentrationGatePass,PassedRegimeScenarios,TotalRegimeScenarios,MinimumPositiveComponents,MaximumNetSharePercent,MaximumRiskSharePercent,Components,PositiveComponents,LargestNetContributor,LargestNetSharePercent,LargestRiskContributor,LargestRiskSharePercent,LeaveLargestNetProfit,LeaveLargestAllBroadErasPositive,AcceptedTrades,PostHocOnly,ExecutableCombinedPath,TargetCompileStatus,TargetBacktestStatus,ForwardCandidateChanged,RealAccountApproved,CollisionLedgerSha256,AnalyzerIdentityMode,RegimeAnalyzerSha256,BaseAnalyzerSha256,IidDecisionSha256,IidMonteCarloSha256,FrozenStressMethodSha256,TargetSourceSha256,TargetProfileSha256
POSTHOC_REGIME_STRESS_TRIAGE_PASS,RUN_FROZEN_MT5_GATE_WHEN_UNLOCKED,True,True,8,8,3,70.0,75.0,4,4,RRO_DI12_CAP12_CONTINUOUS,63.131,MTSM_CAP12_ANNUAL,69.524,762.32,True,368,True,False,NOT_RUN_LOCAL_LOCK_ACTIVE,NOT_RUN_LOCAL_LOCK_ACTIVE,False,False,ED51B6648E5B17F738D83CC05238828365EE621872D94AE3D981604C7433C047,LF_NORMALIZED_TEXT_SHA256,ED791EC447DFA037C03A269B8D9CD5B77067FC052B7F5E727D4FD7BE5F0088FA,05640197D3850365C8D31DAF9F0A152418CC1E47C79D3C5FFC3622E5067CA551,C9E4DF18B49A33ADDD7144CFD252857EB508FD56CECB10F46018735D0052680F,4B16F0E132B4421AB79B99E26343446D6F9E335118EA31B9C515D7551FB30944,71B6929E06EDF660F704866EB2931044C799FB2CB2B85ACF8FDEEDCECC1DD33C,EC6F866B8F7786169F7B2ECE5553CF3A4DC6E6073D0B25389C16381B71FEF51F,746798EF260A375F8F8921DBC6D03CD3968ED38F5C105818598CA57572A0B883
