"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_mfe_aug","9","9","11062.94","6633.61","1107.93","214.3","2406.27","","0","0"
"may_session_impulse","9","9","7112.8","2117.62","901.96","214.3","2117.62","","-6.04","1"
"may_full_window_r100","9","9","7103.34","2109.87","901.96","214.3","2109.87","","0","0"
"may_power_trend","9","9","7097.3","2109.87","901.96","214.3","2109.87","","-6.04","1"
"may_breakout_cont","9","9","6203.95","2109.87","49.99","214.3","2109.87","","-24.16","2"
"may_momentum_combo","9","9","7087.63","2008.73","1128.75","180.94","2008.73","","-6.86","1"
