"Status","TelemetryTrades","TrainingTrades","ValidationTrades","CenterPass","PassingProfiles","RequiredPassingProfiles","PassingProfileNames","StrategyImplementationPermitted","Pre2021Model1Permitted","Post2020Permitted","Model4Permitted","PromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","LedgerSha256","NominationSha256"
"REJECTED_IN_TELEMETRY_VALIDATION","194","133","61","False","0","2","","False","False","False","False","False","False","False","B3913BD8667C8552937D921197E4949DCA5822075A943F5F8C0032DE77542A3F","5618C9E77EBD9F33A46FBD4A52067D3C408F05D4D929422F3EAC15436FD36C2F"
