"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","ContinuousNetAtLeastControlPlusFivePercent","CagrAtLeastControlPlusPointTen","ProfitFactorAtLeastControl","DrawdownWithinFrozenLimits","RecoveryAtLeastControl","ReturnDrawdownAtLeastControl","ContinuousTradesAtLeast400","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CandidateNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","ControlRecoveryFactor","CandidateRecoveryFactor","LowerNeighborRecoveryFactor","UpperNeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"MODEL1_GATE_PASSED","20","20","22","2","True","True","True","True","True","True","True","True","True","True","True","True","False","False","False","2195.53","2342.63","2391.89","2342.63","15.8168","16.221","16.562","16.221","0AF69BFE66200C6CB6F1D4C83A3F4BF3989DFA79E15596A27F384787991A3186","730E3A347B4A1C8D2C724E7B5A124137AD50F0B91F200BC3D848CBDAECB9EF03","75ADBEE281412F3BF8CDB1A4C3B4C3C90EBAE4E39E7FEF72E20D5D8B8A13F2F1"
