"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","LeadLookback","CorrelationLookback","MinimumCorrelation","MinimumXAGImpulseATR","MinimumXAGLeadGapATR","MinimumAlignedXAUMoveATR","MaximumXAUExtensionATR","FastEMA","SlowEMA","RequireFastEMASlope","PullbackToleranceATR","RequirePriorRangeReclaim","TakeProfitR","StopRule"
"1","xmll_lead2","1","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead2.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\001_xmll_lead2_older_2015_2017_m1.ini","xmll_lead2_older_2015_2017_m1","profiles\xmll_lead2.set","1B010139F2AB3080CD02DE6D34FD2445C6951D4C8E8A269118113988B160B972","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","2","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"2","xmll_lead2","1","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead2.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\002_xmll_lead2_discovery_2018_2020_m1.ini","xmll_lead2_discovery_2018_2020_m1","profiles\xmll_lead2.set","1B010139F2AB3080CD02DE6D34FD2445C6951D4C8E8A269118113988B160B972","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","2","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"3","xmll_lead3","2","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead3.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\003_xmll_lead3_older_2015_2017_m1.ini","xmll_lead3_older_2015_2017_m1","profiles\xmll_lead3.set","FFB4B57397C3570E6E20B9BE98FFD6C766971D2464C7F8E13A0DD93E7BB4F621","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","3","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"4","xmll_lead3","2","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead3.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\004_xmll_lead3_discovery_2018_2020_m1.ini","xmll_lead3_discovery_2018_2020_m1","profiles\xmll_lead3.set","FFB4B57397C3570E6E20B9BE98FFD6C766971D2464C7F8E13A0DD93E7BB4F621","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","3","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"5","xmll_lead4","3","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead4.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\005_xmll_lead4_older_2015_2017_m1.ini","xmll_lead4_older_2015_2017_m1","profiles\xmll_lead4.set","17EB78F373D2692DC98FCBE9325E9ABA3736D2630E6F5582EC6EB28FBFDB51D1","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","4","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"6","xmll_lead4","3","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead4.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\006_xmll_lead4_discovery_2018_2020_m1.ini","xmll_lead4_discovery_2018_2020_m1","profiles\xmll_lead4.set","17EB78F373D2692DC98FCBE9325E9ABA3736D2630E6F5582EC6EB28FBFDB51D1","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","4","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"7","xmll_lead5","4","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead5.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\007_xmll_lead5_older_2015_2017_m1.ini","xmll_lead5_older_2015_2017_m1","profiles\xmll_lead5.set","7E4A6D73AABF2587F0ABA7EB4449898340AF29764BC75833D7FE28F4A3D02C82","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","5","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"8","xmll_lead5","4","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead5.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\008_xmll_lead5_discovery_2018_2020_m1.ini","xmll_lead5_discovery_2018_2020_m1","profiles\xmll_lead5.set","7E4A6D73AABF2587F0ABA7EB4449898340AF29764BC75833D7FE28F4A3D02C82","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","5","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"9","xmll_lead6","5","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead6.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\009_xmll_lead6_older_2015_2017_m1.ini","xmll_lead6_older_2015_2017_m1","profiles\xmll_lead6.set","8AD912FF49145E98A448AC6834A08D2B2A465D9672300F35BCCBDD251A75A2AF","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","6","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"10","xmll_lead6","5","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead6.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\010_xmll_lead6_discovery_2018_2020_m1.ini","xmll_lead6_discovery_2018_2020_m1","profiles\xmll_lead6.set","8AD912FF49145E98A448AC6834A08D2B2A465D9672300F35BCCBDD251A75A2AF","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","6","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"11","xmll_lead7","6","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead7.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\011_xmll_lead7_older_2015_2017_m1.ini","xmll_lead7_older_2015_2017_m1","profiles\xmll_lead7.set","591B7A372D25250223CF50691C2049F7978C6AD8729D49291DCCE85179B24B06","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","7","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
"12","xmll_lead7","6","independent_m15_xag_lead_lag_pullback","1","neighborhood_model1","xmll_lead7.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\012_xmll_lead7_discovery_2018_2020_m1.ini","xmll_lead7_discovery_2018_2020_m1","profiles\xmll_lead7.set","591B7A372D25250223CF50691C2049F7978C6AD8729D49291DCCE85179B24B06","AC1B533EBCBBB42505589DEAD08A11143C88B3FB13A11C57AB4BB96F06F8F21F","15","7","32","0.25","1.00","0.35","-0.10","0.75","20","50","true","0.10","true","1.50","Frozen support gate: both eras must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades. Lead-4 must reproduce and at least one adjacent lead lookback (3 or 5) must pass before continuous testing; recent years remain closed."
