"Worker","QueueRank","Candidate","Window","Status","ReportPath","Evidence","PackageSourceSha256","PortableBinarySha256","PortableExpertRecompiled","Started","Finished"
"1","1","rsg_mo015_control","older_2015_2018","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_control_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","A65FDA538E7E74C0172F9952D147C7ED26EF520BAE742A4B393E4079C83C25B5","True","2026-07-17T23:09:29","2026-07-17T23:09:53"
"2","2","rsg_mo015_control","repair_2019","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_control_repair_2019_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","4CAA95EDE8AFC04589AA055EE5D89A15EB02D8CA3D68659CA354C947DBBF119A","False","2026-07-17T23:14:47","2026-07-17T23:15:05"
"3","3","rsg_mo015_control","repair_2020","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_control_repair_2020_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","1A9C2564605E1B23C736883DCDAB33C2EE87AEA716DF60638FA4F2343928925E","True","2026-07-17T23:09:30","2026-07-17T23:09:51"
"4","4","rsg_mo015_control","continuous_2015_2020","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_control_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","B8B6062CA787AC6D1E05E3DDA922830A9D6DF8D069B7E65AA5AC78A38C340629","False","2026-07-17T23:14:48","2026-07-17T23:15:09"
"1","5","rsg_mo015_di10","older_2015_2018","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_di10_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","A65FDA538E7E74C0172F9952D147C7ED26EF520BAE742A4B393E4079C83C25B5","False","2026-07-17T23:09:53","2026-07-17T23:10:11"
"2","6","rsg_mo015_di10","repair_2019","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_di10_repair_2019_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","4CAA95EDE8AFC04589AA055EE5D89A15EB02D8CA3D68659CA354C947DBBF119A","False","2026-07-17T23:09:49","2026-07-17T23:10:03"
"3","7","rsg_mo015_di10","repair_2020","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_di10_repair_2020_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","1A9C2564605E1B23C736883DCDAB33C2EE87AEA716DF60638FA4F2343928925E","False","2026-07-17T23:09:51","2026-07-17T23:10:07"
"4","8","rsg_mo015_di10","continuous_2015_2020","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_di10_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","B8B6062CA787AC6D1E05E3DDA922830A9D6DF8D069B7E65AA5AC78A38C340629","False","2026-07-17T23:09:50","2026-07-17T23:10:09"
"1","9","rsg_mo015_body25","older_2015_2018","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_body25_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","A65FDA538E7E74C0172F9952D147C7ED26EF520BAE742A4B393E4079C83C25B5","False","2026-07-17T23:10:11","2026-07-17T23:10:29"
"2","10","rsg_mo015_body25","repair_2019","REPORT_FOUND","outputs\reversion_shock_guard_portfolio_discovery_model1_package\reports_here\rsg_mo015_body25_repair_2019_m1.htm","Portable worker exported and copied the full MT5 report.","A681A1371E3DC2A07234C373F9E4574CC16F0E3C96C9C48E2B703962D2A5B8A9","4CAA95EDE8AFC04589AA055EE5D89A15EB02D8CA3D68659CA354C947DBBF119A","False","2026-07-17T23:10:03","2026-07-17T23:10:17"
