"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","r10_a7_dfg_base","1","peak_r20_dfg_spread_yearly","1","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\001_r10_a7_dfg_base_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2019_full_m1","profiles\r10_a7_dfg_base_2019_full.set","18DBB33E976DCDC7B6ACDE88A3B172C57E7F10047C6CF4700BE966BEF15D123D","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","33.1","1033.1","3.31","3.32","3.32","3.982","16.55","0.5836","50","2","1","29.47","2.85","29.47","29.47","1.1525","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:51:27","2026-07-14T13:51:27"
"2","r10_a7_dfg_base","2","peak_r20_dfg_spread_yearly","2","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\002_r10_a7_dfg_base_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2020_full_m1","profiles\r10_a7_dfg_base_2020_full.set","AE04F7F290EA300E014DE967105EEA1B64CF34CD27D43B90B4AF49D7F842C93F","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","9.25","1009.25","0.92","0.93","0.93","1.2148","2.3125","0.2091","25","4","3","61.62","6.11","61.62","61.62","0.1409","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:51:41","2026-07-14T13:51:41"
"3","r10_a7_dfg_base","3","peak_r20_dfg_spread_yearly","3","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\003_r10_a7_dfg_base_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2021_full_m1","profiles\r10_a7_dfg_base_2021_full.set","DE158FD515764086466B1858939186B06A842CDF415EB5B78B1ED9EBE1D2DFCE","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","76.54","1076.54","7.65","7.68","7.68","4.2709","25.5133","0.6803","42.86","3","4","49.42","4.59","49.42","49.42","1.4868","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:51:54","2026-07-14T13:51:54"
"4","r10_a7_dfg_base","4","peak_r20_dfg_spread_yearly","4","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\004_r10_a7_dfg_base_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2022_full_m1","profiles\r10_a7_dfg_base_2022_full.set","205C61E099CA37355402558C666B16EFEC2373259C8856EFFA4A59BB451CB12D","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","37.64","1037.64","3.76","3.78","3.78","1.5009","4.705","1.0851","44.44","8","3","62.51","6.02","62.51","62.51","0.5774","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:52:07","2026-07-14T13:52:07"
"5","r10_a7_dfg_base","5","peak_r20_dfg_spread_yearly","5","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\005_r10_a7_dfg_base_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2023_full_m1","profiles\r10_a7_dfg_base_2023_full.set","CC2F6A90F336E813BC85D24E30B3148A93EE61213686CFA85F71D118F4612261","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","63.91","1063.91","6.39","6.41","6.41","0","31.955","0.4704","50","2","3","38.83","3.65","38.83","38.83","1.5859","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:52:19","2026-07-14T13:52:19"
"6","r10_a7_dfg_base","6","peak_r20_dfg_spread_yearly","6","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\006_r10_a7_dfg_base_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2024_full_m1","profiles\r10_a7_dfg_base_2024_full.set","22E755865C6645599C6572D0085CE35827F65804D44A74B0BAB0AF7E329A9050","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","15.72","1015.72","1.57","1.57","1.57","1.2944","3.93","0.2756","25","4","3","71.88","7.08","71.88","71.88","0.2221","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:52:33","2026-07-14T13:52:33"
"7","r10_a7_dfg_base","7","peak_r20_dfg_spread_yearly","7","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2025_full.set","2025_full","2025.01.01","2025.12.31","1","configs\007_r10_a7_dfg_base_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2025_full_m1","profiles\r10_a7_dfg_base_2025_full.set","8E8F1110C477937F3F72BFD61344C9620D0BB57AA3C05B06C08F09771D6792BD","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","53.52","1053.52","5.35","5.37","5.37","11.0981","13.38","1.0073","75","4","1","43.35","4.11","43.35","43.35","1.1838","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:52:46","2026-07-14T13:52:46"
"8","r10_a7_dfg_base","8","peak_r20_dfg_spread_yearly","8","phase6_dfg_spread_yearly_model1","r10_a7_dfg_base_2026_ytd.set","2026_ytd","2026.01.01","2026.07.12","1","configs\008_r10_a7_dfg_base_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_base_2026_ytd_m1","profiles\r10_a7_dfg_base_2026_ytd.set","5798FD4CDDC0FD64728D16FFA86EEB2B08B545297F6CF384FB53B6DDD7446217","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","192","0.5257","54.92","1054.92","5.49","10.45","10.71","0","54.92","0.133","100","1","0","31.28","2.97","31.28","31.28","1.7739","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:52:58","2026-07-14T13:52:58"
"9","r10_a7_dfg_spread29","9","peak_r20_dfg_spread_yearly","9","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\009_r10_a7_dfg_spread29_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2019_full_m1","profiles\r10_a7_dfg_spread29_2019_full.set","30D8C691E6D57E9A8119FC1E771A5D0B78517E72E7648C225DE7967B073B0529","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","33.1","1033.1","3.31","3.32","3.32","3.982","16.55","0.5836","50","2","1","29.47","2.85","29.47","29.47","1.1525","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:53:12","2026-07-14T13:53:12"
"10","r10_a7_dfg_spread29","10","peak_r20_dfg_spread_yearly","10","phase6_dfg_spread_yearly_model1","r10_a7_dfg_spread29_2020_full.set","2020_full","2020.01.01","2020.12.31","1","configs\010_r10_a7_dfg_spread29_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_2020_full_m1","profiles\r10_a7_dfg_spread29_2020_full.set","0983525FC6A313F2A1EE288322FADFED2D8BC4663E18875AF54585802971317B","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","9.25","1009.25","0.92","0.93","0.93","1.2148","2.3125","0.2091","25","4","3","61.62","6.11","61.62","61.62","0.1409","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:53:25","2026-07-14T13:53:25"
