"Status","SourceSha256","ReportsParsed","ReportsIdentityPassed","Candidates","NumericPasses","HoldoutOpened","Model4Opened","ResultsSha256","CanonicalRunSha256"
"REJECTED_IN_DISCOVERY","3965C11212CC615675F13118E711F6D62805218124FC0A707EBE838DD446E281","33","33","11","0","False","False","F5E866AD2074FB21E68B043054983B99ECD6857B99D05FD843441AFE06F387AC","425496B8062572273EA1467AFE3CA2A7B2AFE81CFBA19E4E06D5CD1E1420709A"
