"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_mar10_may10","7","7","7909.84","3746.45","1107.93","214.3","1409.57","","0","0"
"d110_lot040","7","7","5837.13","1452.75","1325.68","230.19","1452.75","","0","0"
"d115_lot035","7","7","6689.99","1219.55","837.24","246.13","1219.55","","0","0"
"d110_lot035","7","7","5196.88","1207.65","1175.63","230.19","1207.65","","0","0"
"d115_lot030","7","7","4265.2","1070.45","867.94","246.13","1070.45","","0","0"
"d110_lot030","7","7","4935.6","1064.5","1182.23","230.19","1064.5","","0","0"
"d110_lot025","7","7","4604.86","894.5","1176.78","214.2","894.5","","0","0"
"d110_lot020","7","7","4432.66","715.6","1207.48","180.1","715.6","","0","0"
