"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","BoxLookbackBars","MaximumBreakoutAgeBars","MinimumBoxRangeATR","MaximumBoxRangeATR","BreakRangeATR","ReclaimDepthRatio","BreakVolume","ReclaimVolume","MaximumADX","BoxOppositeTarget","MinimumTargetR","TakeProfitR","StopRule"
"16","fbt_b14_fixed_r200","6","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r200.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\016_fbt_b14_fixed_r200_older_2015_2018_m1.ini","fbt_b14_fixed_r200_older_2015_2018_m1","profiles\fbt_b14_fixed_r200.set","08D31A0E3B55B35E80BA88FCD56DD1A7F686E5B31CAD9253840B2C66007439AA","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","2.00","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"17","fbt_b14_fixed_r200","6","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r200.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\017_fbt_b14_fixed_r200_discovery_2019_2020_m1.ini","fbt_b14_fixed_r200_discovery_2019_2020_m1","profiles\fbt_b14_fixed_r200.set","08D31A0E3B55B35E80BA88FCD56DD1A7F686E5B31CAD9253840B2C66007439AA","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","2.00","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"18","fbt_b14_fixed_r200","6","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r200.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\018_fbt_b14_fixed_r200_continuous_2015_2020_m1.ini","fbt_b14_fixed_r200_continuous_2015_2020_m1","profiles\fbt_b14_fixed_r200.set","08D31A0E3B55B35E80BA88FCD56DD1A7F686E5B31CAD9253840B2C66007439AA","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","2.00","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"19","fbt_b16_fixed_r125","7","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r125.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\019_fbt_b16_fixed_r125_older_2015_2018_m1.ini","fbt_b16_fixed_r125_older_2015_2018_m1","profiles\fbt_b16_fixed_r125.set","D32EE772A0639D3C18EA5447BEB3E5C484E9BF5FFDDB5D77C7E4CC2674AB838B","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"20","fbt_b16_fixed_r125","7","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r125.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\020_fbt_b16_fixed_r125_discovery_2019_2020_m1.ini","fbt_b16_fixed_r125_discovery_2019_2020_m1","profiles\fbt_b16_fixed_r125.set","D32EE772A0639D3C18EA5447BEB3E5C484E9BF5FFDDB5D77C7E4CC2674AB838B","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"21","fbt_b16_fixed_r125","7","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r125.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_fbt_b16_fixed_r125_continuous_2015_2020_m1.ini","fbt_b16_fixed_r125_continuous_2015_2020_m1","profiles\fbt_b16_fixed_r125.set","D32EE772A0639D3C18EA5447BEB3E5C484E9BF5FFDDB5D77C7E4CC2674AB838B","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"22","fbt_b16_fixed_r150","8","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r150.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_fbt_b16_fixed_r150_older_2015_2018_m1.ini","fbt_b16_fixed_r150_older_2015_2018_m1","profiles\fbt_b16_fixed_r150.set","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"23","fbt_b16_fixed_r150","8","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r150.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_fbt_b16_fixed_r150_discovery_2019_2020_m1.ini","fbt_b16_fixed_r150_discovery_2019_2020_m1","profiles\fbt_b16_fixed_r150.set","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"24","fbt_b16_fixed_r150","8","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r150.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\024_fbt_b16_fixed_r150_continuous_2015_2020_m1.ini","fbt_b16_fixed_r150_continuous_2015_2020_m1","profiles\fbt_b16_fixed_r150.set","491FEE120A75E1063553DBDACDA39D4BE90B1936816939372A9AAA2438C04220","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"25","fbt_b16_fixed_r200","9","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r200.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\025_fbt_b16_fixed_r200_older_2015_2018_m1.ini","fbt_b16_fixed_r200_older_2015_2018_m1","profiles\fbt_b16_fixed_r200.set","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","2.00","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"26","fbt_b16_fixed_r200","9","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r200.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\026_fbt_b16_fixed_r200_discovery_2019_2020_m1.ini","fbt_b16_fixed_r200_discovery_2019_2020_m1","profiles\fbt_b16_fixed_r200.set","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","2.00","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"27","fbt_b16_fixed_r200","9","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_fixed_r200.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\027_fbt_b16_fixed_r200_continuous_2015_2020_m1.ini","fbt_b16_fixed_r200_continuous_2015_2020_m1","profiles\fbt_b16_fixed_r200.set","2F1798061F4FA8E7E55929D417A2C29820B3B34F425A179DE7B5A39E2E902C1E","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","2.00","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"28","fbt_b18_fixed_r125","10","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r125.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\028_fbt_b18_fixed_r125_older_2015_2018_m1.ini","fbt_b18_fixed_r125_older_2015_2018_m1","profiles\fbt_b18_fixed_r125.set","1E8FDEC1F5C7EA2EB6A737C5DBE8EA7F64C360AE3B9F4DEB68A0D14430B2B8E1","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"29","fbt_b18_fixed_r125","10","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r125.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\029_fbt_b18_fixed_r125_discovery_2019_2020_m1.ini","fbt_b18_fixed_r125_discovery_2019_2020_m1","profiles\fbt_b18_fixed_r125.set","1E8FDEC1F5C7EA2EB6A737C5DBE8EA7F64C360AE3B9F4DEB68A0D14430B2B8E1","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"30","fbt_b18_fixed_r125","10","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r125.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\030_fbt_b18_fixed_r125_continuous_2015_2020_m1.ini","fbt_b18_fixed_r125_continuous_2015_2020_m1","profiles\fbt_b18_fixed_r125.set","1E8FDEC1F5C7EA2EB6A737C5DBE8EA7F64C360AE3B9F4DEB68A0D14430B2B8E1","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"31","fbt_b18_fixed_r150","11","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r150.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\031_fbt_b18_fixed_r150_older_2015_2018_m1.ini","fbt_b18_fixed_r150_older_2015_2018_m1","profiles\fbt_b18_fixed_r150.set","DAD1BFC8BB8766421D93099527B0A8B65B4AC89856D77695CEC04DDA4AE7B72B","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"32","fbt_b18_fixed_r150","11","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r150.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\032_fbt_b18_fixed_r150_discovery_2019_2020_m1.ini","fbt_b18_fixed_r150_discovery_2019_2020_m1","profiles\fbt_b18_fixed_r150.set","DAD1BFC8BB8766421D93099527B0A8B65B4AC89856D77695CEC04DDA4AE7B72B","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"33","fbt_b18_fixed_r150","11","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r150.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\033_fbt_b18_fixed_r150_continuous_2015_2020_m1.ini","fbt_b18_fixed_r150_continuous_2015_2020_m1","profiles\fbt_b18_fixed_r150.set","DAD1BFC8BB8766421D93099527B0A8B65B4AC89856D77695CEC04DDA4AE7B72B","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"34","fbt_b18_fixed_r200","12","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_fixed_r200.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\034_fbt_b18_fixed_r200_older_2015_2018_m1.ini","fbt_b18_fixed_r200_older_2015_2018_m1","profiles\fbt_b18_fixed_r200.set","650C8B37F4BFF23208D271FEB2932C17C185ED924B64CE8B0369A67C2394C301","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","2.00","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
