"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","BoxLookbackBars","MaximumBreakoutAgeBars","MinimumBoxRangeATR","MaximumBoxRangeATR","BreakRangeATR","ReclaimDepthRatio","BreakVolume","ReclaimVolume","MaximumADX","BoxOppositeTarget","MinimumTargetR","TakeProfitR","StopRule"
"1","fbt_b14_struct_r075","1","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_struct_r075.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\001_fbt_b14_struct_r075_older_2015_2018_m1.ini","fbt_b14_struct_r075_older_2015_2018_m1","profiles\fbt_b14_struct_r075.set","C08CBE3AF03BC4EF077366E176BEB4BA31E73459BBA6966FFA9907AF4D944697","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"2","fbt_b14_struct_r075","1","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_struct_r075.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\002_fbt_b14_struct_r075_discovery_2019_2020_m1.ini","fbt_b14_struct_r075_discovery_2019_2020_m1","profiles\fbt_b14_struct_r075.set","C08CBE3AF03BC4EF077366E176BEB4BA31E73459BBA6966FFA9907AF4D944697","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"3","fbt_b14_struct_r075","1","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_struct_r075.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\003_fbt_b14_struct_r075_continuous_2015_2020_m1.ini","fbt_b14_struct_r075_continuous_2015_2020_m1","profiles\fbt_b14_struct_r075.set","C08CBE3AF03BC4EF077366E176BEB4BA31E73459BBA6966FFA9907AF4D944697","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"4","fbt_b16_struct_r075","2","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_struct_r075.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\004_fbt_b16_struct_r075_older_2015_2018_m1.ini","fbt_b16_struct_r075_older_2015_2018_m1","profiles\fbt_b16_struct_r075.set","7BFC57A4B3F9D92144983BBB7EFDE429C7E90744EB6CDBA57F4F9EB2C71208EC","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"5","fbt_b16_struct_r075","2","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_struct_r075.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\005_fbt_b16_struct_r075_discovery_2019_2020_m1.ini","fbt_b16_struct_r075_discovery_2019_2020_m1","profiles\fbt_b16_struct_r075.set","7BFC57A4B3F9D92144983BBB7EFDE429C7E90744EB6CDBA57F4F9EB2C71208EC","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"6","fbt_b16_struct_r075","2","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b16_struct_r075.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\006_fbt_b16_struct_r075_continuous_2015_2020_m1.ini","fbt_b16_struct_r075_continuous_2015_2020_m1","profiles\fbt_b16_struct_r075.set","7BFC57A4B3F9D92144983BBB7EFDE429C7E90744EB6CDBA57F4F9EB2C71208EC","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","16","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"7","fbt_b18_struct_r075","3","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_struct_r075.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\007_fbt_b18_struct_r075_older_2015_2018_m1.ini","fbt_b18_struct_r075_older_2015_2018_m1","profiles\fbt_b18_struct_r075.set","79B61B4A44BC492E154536FF2E942E294261F3F0018B8B7D963EEC45EE43A390","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"8","fbt_b18_struct_r075","3","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_struct_r075.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\008_fbt_b18_struct_r075_discovery_2019_2020_m1.ini","fbt_b18_struct_r075_discovery_2019_2020_m1","profiles\fbt_b18_struct_r075.set","79B61B4A44BC492E154536FF2E942E294261F3F0018B8B7D963EEC45EE43A390","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"9","fbt_b18_struct_r075","3","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b18_struct_r075.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\009_fbt_b18_struct_r075_continuous_2015_2020_m1.ini","fbt_b18_struct_r075_continuous_2015_2020_m1","profiles\fbt_b18_struct_r075.set","79B61B4A44BC492E154536FF2E942E294261F3F0018B8B7D963EEC45EE43A390","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","18","4","0.80","2.50","0.45","0.15","false","false","26.0","true","0.75","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"10","fbt_b14_fixed_r125","4","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r125.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\010_fbt_b14_fixed_r125_older_2015_2018_m1.ini","fbt_b14_fixed_r125_older_2015_2018_m1","profiles\fbt_b14_fixed_r125.set","146F64119A7188CD6A474AF5BB6CAA4A269AB2D3724EA4C8F99B3EBC84043FF3","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"11","fbt_b14_fixed_r125","4","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r125.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\011_fbt_b14_fixed_r125_discovery_2019_2020_m1.ini","fbt_b14_fixed_r125_discovery_2019_2020_m1","profiles\fbt_b14_fixed_r125.set","146F64119A7188CD6A474AF5BB6CAA4A269AB2D3724EA4C8F99B3EBC84043FF3","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"12","fbt_b14_fixed_r125","4","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r125.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\012_fbt_b14_fixed_r125_continuous_2015_2020_m1.ini","fbt_b14_fixed_r125_continuous_2015_2020_m1","profiles\fbt_b14_fixed_r125.set","146F64119A7188CD6A474AF5BB6CAA4A269AB2D3724EA4C8F99B3EBC84043FF3","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.25","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"13","fbt_b14_fixed_r150","5","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r150.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\013_fbt_b14_fixed_r150_older_2015_2018_m1.ini","fbt_b14_fixed_r150_older_2015_2018_m1","profiles\fbt_b14_fixed_r150.set","718C02B8F6DC035F2AE212B3999267689E39102031B89A961919CE4376342738","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"14","fbt_b14_fixed_r150","5","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r150.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\014_fbt_b14_fixed_r150_discovery_2019_2020_m1.ini","fbt_b14_fixed_r150_discovery_2019_2020_m1","profiles\fbt_b14_fixed_r150.set","718C02B8F6DC035F2AE212B3999267689E39102031B89A961919CE4376342738","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
"15","fbt_b14_fixed_r150","5","independent_m15_failed_breakout_trap","1","liveness_model1","fbt_b14_fixed_r150.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\015_fbt_b14_fixed_r150_continuous_2015_2020_m1.ini","fbt_b14_fixed_r150_continuous_2015_2020_m1","profiles\fbt_b14_fixed_r150.set","718C02B8F6DC035F2AE212B3999267689E39102031B89A961919CE4376342738","EFB39ED06E5C7CA3D75C971F24ADB3073E597CC9CB2373257521EC41BDC57990","15","14","4","0.80","2.50","0.45","0.15","false","false","26.0","false","1.00","1.50","Liveness follow-up only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and neighboring 14/16/18-box plus exit shapes must support the result before opening 2021-2026."
