Status,ReportsParsed,IdentityAcceptedReports,TotalAttempts,IdentityRefusals,AllWindowsPositive,BehaviorChangingCandidates,PassingRelatedAblations,ArchitectureNominationGate,CodeFollowUpPermitted,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,NoChannelNetProfit,NoChannelOlderDelta,NoChannelLaterDelta,NoChannelContinuousDelta,SourceSha256,BinarySha256,ManifestSha256
REJECTED_DIAGNOSTIC,24,24,27,3,True,4,0,False,False,False,False,False,False,False,1353.74,1302.73,-122.64,58.34,-51.01,C28534F328F3775AC825E5A8C53B1A66BD2745662B7AAC7B4CACBB76B31D1F91,21DDE8A2C1E04CB1D26C76E791A1EA1F0F26167667F19479F29A98BAE1D905A4,5C8B949BAE2D8A4296AC9932DEEC9B02ECB8255FDF4E153D9D8A47C3A49D91DE
