"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"16","usdcll_component05","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\011_usdcll_component05_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\011_usdcll_component05_discovery_2019_2020_m1.ini","usdcll_component05_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_component05_discovery_2019_2020_m1","7760374089C03EBFEB465F27C076CE523C9D8F3EA3C155DBBA29D68B124971C7","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"18","usdcll_component05","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\012_usdcll_component05_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\012_usdcll_component05_continuous_2015_2020_m1.ini","usdcll_component05_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_component05_continuous_2015_2020_m1","7760374089C03EBFEB465F27C076CE523C9D8F3EA3C155DBBA29D68B124971C7","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"19","usdcll_component15","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\013_usdcll_component15_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\013_usdcll_component15_older_2015_2018_m1.ini","usdcll_component15_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_component15_older_2015_2018_m1","AF6F4F48E43B9F90C92E782EC4D634970032435005E12007C0A13B6325F2F479","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"21","usdcll_component15","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\014_usdcll_component15_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\014_usdcll_component15_discovery_2019_2020_m1.ini","usdcll_component15_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_component15_discovery_2019_2020_m1","AF6F4F48E43B9F90C92E782EC4D634970032435005E12007C0A13B6325F2F479","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"22","usdcll_component15","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\015_usdcll_component15_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\015_usdcll_component15_continuous_2015_2020_m1.ini","usdcll_component15_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_component15_continuous_2015_2020_m1","AF6F4F48E43B9F90C92E782EC4D634970032435005E12007C0A13B6325F2F479","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"24","usdcll_consensus15","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\016_usdcll_consensus15_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\016_usdcll_consensus15_older_2015_2018_m1.ini","usdcll_consensus15_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_consensus15_older_2015_2018_m1","9280957969B3E981119894D7BE818B7863E4B3BFE0EE2A5E91E8E7531F8C8AB8","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"25","usdcll_consensus15","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\017_usdcll_consensus15_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\017_usdcll_consensus15_discovery_2019_2020_m1.ini","usdcll_consensus15_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_consensus15_discovery_2019_2020_m1","9280957969B3E981119894D7BE818B7863E4B3BFE0EE2A5E91E8E7531F8C8AB8","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"27","usdcll_consensus15","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\018_usdcll_consensus15_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\018_usdcll_consensus15_continuous_2015_2020_m1.ini","usdcll_consensus15_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_consensus15_continuous_2015_2020_m1","9280957969B3E981119894D7BE818B7863E4B3BFE0EE2A5E91E8E7531F8C8AB8","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"28","usdcll_consensus35","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\019_usdcll_consensus35_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\019_usdcll_consensus35_older_2015_2018_m1.ini","usdcll_consensus35_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_consensus35_older_2015_2018_m1","C946801442A781E09D4822758B85E2D695338526EF2B4A29AFC8DF90EA73FA35","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"30","usdcll_consensus35","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\020_usdcll_consensus35_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\020_usdcll_consensus35_discovery_2019_2020_m1.ini","usdcll_consensus35_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_consensus35_discovery_2019_2020_m1","C946801442A781E09D4822758B85E2D695338526EF2B4A29AFC8DF90EA73FA35","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"31","usdcll_consensus35","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\021_usdcll_consensus35_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\021_usdcll_consensus35_continuous_2015_2020_m1.ini","usdcll_consensus35_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_consensus35_continuous_2015_2020_m1","C946801442A781E09D4822758B85E2D695338526EF2B4A29AFC8DF90EA73FA35","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"33","usdcll_goldmax20","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\022_usdcll_goldmax20_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\022_usdcll_goldmax20_older_2015_2018_m1.ini","usdcll_goldmax20_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_goldmax20_older_2015_2018_m1","61A5C32954CD0DEEE18BDBF611FDFB6A60ECF4A0F46ECD08A07616B33FB3F4FA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"34","usdcll_goldmax20","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\023_usdcll_goldmax20_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\023_usdcll_goldmax20_discovery_2019_2020_m1.ini","usdcll_goldmax20_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_goldmax20_discovery_2019_2020_m1","61A5C32954CD0DEEE18BDBF611FDFB6A60ECF4A0F46ECD08A07616B33FB3F4FA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"36","usdcll_goldmax20","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\024_usdcll_goldmax20_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\024_usdcll_goldmax20_continuous_2015_2020_m1.ini","usdcll_goldmax20_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_goldmax20_continuous_2015_2020_m1","61A5C32954CD0DEEE18BDBF611FDFB6A60ECF4A0F46ECD08A07616B33FB3F4FA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"37","usdcll_goldmax50","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\025_usdcll_goldmax50_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\025_usdcll_goldmax50_older_2015_2018_m1.ini","usdcll_goldmax50_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_goldmax50_older_2015_2018_m1","EA86AA5BECA44497B3E2CCA71A2661026E831960DA0472163A77657B72C78CA0","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"39","usdcll_goldmax50","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\026_usdcll_goldmax50_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\026_usdcll_goldmax50_discovery_2019_2020_m1.ini","usdcll_goldmax50_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_goldmax50_discovery_2019_2020_m1","EA86AA5BECA44497B3E2CCA71A2661026E831960DA0472163A77657B72C78CA0","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"40","usdcll_goldmax50","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\027_usdcll_goldmax50_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\027_usdcll_goldmax50_continuous_2015_2020_m1.ini","usdcll_goldmax50_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_goldmax50_continuous_2015_2020_m1","EA86AA5BECA44497B3E2CCA71A2661026E831960DA0472163A77657B72C78CA0","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"42","usdcll_breakout3","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\028_usdcll_breakout3_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\028_usdcll_breakout3_older_2015_2018_m1.ini","usdcll_breakout3_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_breakout3_older_2015_2018_m1","DED96AC4BBE533007EBA93FE206B107A27A505D123FD83A0FCB0372CD2B81290","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"43","usdcll_breakout3","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\029_usdcll_breakout3_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\029_usdcll_breakout3_discovery_2019_2020_m1.ini","usdcll_breakout3_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_breakout3_discovery_2019_2020_m1","DED96AC4BBE533007EBA93FE206B107A27A505D123FD83A0FCB0372CD2B81290","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"45","usdcll_breakout3","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\030_usdcll_breakout3_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\030_usdcll_breakout3_continuous_2015_2020_m1.ini","usdcll_breakout3_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_breakout3_continuous_2015_2020_m1","DED96AC4BBE533007EBA93FE206B107A27A505D123FD83A0FCB0372CD2B81290","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"46","usdcll_breakout6","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\031_usdcll_breakout6_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\031_usdcll_breakout6_older_2015_2018_m1.ini","usdcll_breakout6_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_breakout6_older_2015_2018_m1","325B7752E2DAA000A83C27ECA6D98CAD477B1CF4ECEB8A0194724D5B53B6C45E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"48","usdcll_breakout6","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\032_usdcll_breakout6_discovery_2019_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\032_usdcll_breakout6_discovery_2019_2020_m1.ini","usdcll_breakout6_discovery_2019_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_breakout6_discovery_2019_2020_m1","325B7752E2DAA000A83C27ECA6D98CAD477B1CF4ECEB8A0194724D5B53B6C45E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"49","usdcll_breakout6","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\033_usdcll_breakout6_continuous_2015_2020_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\033_usdcll_breakout6_continuous_2015_2020_m1.ini","usdcll_breakout6_continuous_2015_2020_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_breakout6_continuous_2015_2020_m1","325B7752E2DAA000A83C27ECA6D98CAD477B1CF4ECEB8A0194724D5B53B6C45E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"51","usdcll_buffer00","discovery_model1","Independent M15 USD-consensus lead-lag discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\034_usdcll_buffer00_older_2015_2018_m1.ini","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\configs\034_usdcll_buffer00_older_2015_2018_m1.ini","usdcll_buffer00_older_2015_2018_m1","outputs\independent_m15_usd_consensus_lead_lag_discovery_model1_package\reports_here\usdcll_buffer00_older_2015_2018_m1","92384FCAFBF1C18DFCB0569D1A7D2FA75197A6C328F2DC3A184157E1AE3D262F","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 80 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
