"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"primary_aug20","7","7","10513.73","6633.61","1107.93","214.3","2406.27","","0","0"
"aug20_shock180","7","7","1404.25","-1.99","1107.93","214.3","-1.99","","-1.99","2"
"aug20_regime155","7","7","1404.25","-1.99","1107.93","214.3","-1.99","","-1.99","2"
"aug20_maxspread220","7","7","1404.25","-1.99","1107.93","214.3","-1.99","","-1.99","2"
"aug20_spread_rr125","3","3","1320.24","-1.99","1107.93","214.3","","","-1.99","1"
