"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","m30sc_24_12_tp20","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\001_m30sc_24_12_tp20_older_2015_2018_m1.ini","True","m30sc_24_12_tp20_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_24_12_tp20_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:09:13","2026-07-16T19:09:25"
"2","m30sc_24_12_tp20","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\002_m30sc_24_12_tp20_discovery_2019_2020_m1.ini","True","m30sc_24_12_tp20_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_24_12_tp20_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:09:25","2026-07-16T19:09:36"
"3","m30sc_24_12_tp20","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\003_m30sc_24_12_tp20_continuous_2015_2020_m1.ini","True","m30sc_24_12_tp20_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_24_12_tp20_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:09:36","2026-07-16T19:09:50"
"4","m30sc_48_24_tp20","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\004_m30sc_48_24_tp20_older_2015_2018_m1.ini","True","m30sc_48_24_tp20_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_48_24_tp20_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:09:50","2026-07-16T19:10:01"
"5","m30sc_48_24_tp20","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\005_m30sc_48_24_tp20_discovery_2019_2020_m1.ini","True","m30sc_48_24_tp20_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_48_24_tp20_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:10:01","2026-07-16T19:10:13"
"6","m30sc_48_24_tp20","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\006_m30sc_48_24_tp20_continuous_2015_2020_m1.ini","True","m30sc_48_24_tp20_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_48_24_tp20_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:10:13","2026-07-16T19:10:26"
"7","m30sc_72_36_tp20","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\007_m30sc_72_36_tp20_older_2015_2018_m1.ini","True","m30sc_72_36_tp20_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_72_36_tp20_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:10:26","2026-07-16T19:10:37"
"8","m30sc_72_36_tp20","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\008_m30sc_72_36_tp20_discovery_2019_2020_m1.ini","True","m30sc_72_36_tp20_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_72_36_tp20_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:10:37","2026-07-16T19:10:49"
"9","m30sc_72_36_tp20","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\009_m30sc_72_36_tp20_continuous_2015_2020_m1.ini","True","m30sc_72_36_tp20_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_72_36_tp20_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:10:49","2026-07-16T19:11:03"
"10","m30sc_48_24_tp15","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_m30_structure_channel_discovery_model1_package\configs\010_m30sc_48_24_tp15_older_2015_2018_m1.ini","True","m30sc_48_24_tp15_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\m30sc_48_24_tp15_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-16T19:11:03","2026-07-16T19:11:14"
