"QueueRank","Wave","ExpectedReportName","ConfigSha256","SourceSha256","PortableBinarySha256","ReportSha256","ReportPath","ReportIdentityPath","ReportIdentityReused","IdentityPass"
"1","1","rdmc_tmv7b_w01_m1_broad_older_2015_2018","1EE1DDD14208A6EEF3D629E2ECD7CB69C1AC04FED798CA765EB8D3DE0C7DAAA8","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","28C2388BF3C4AF8746734619DDED89D23BABA5DB1D746FFC3FBBC9F6E4D0E65E","48FAFC743D09D4F6B10A6EE529180616EAC7C6D2EB667EFF02A95635F2F4E090","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_broad_older_2015_2018.htm","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_broad_older_2015_2018.identity.json","False","True"
"2","1","rdmc_tmv7b_w01_m1_broad_middle_2019_2022","0664E327183CE636D831BBA1566117CEFEB961B7505DA369296997C66F11928E","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","28C2388BF3C4AF8746734619DDED89D23BABA5DB1D746FFC3FBBC9F6E4D0E65E","BCAC0AFB68F1EEC342EDDCBBD7C818F2225FC2F53C862BFD47AF2F662DCA80D4","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_broad_middle_2019_2022.htm","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_broad_middle_2019_2022.identity.json","False","True"
"3","1","rdmc_tmv7b_w01_m1_broad_recent_2023_2026","36D5026D869937DD6E0A803EDA3024875A7B29A5B6D97E650A842E412E99E45C","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","28C2388BF3C4AF8746734619DDED89D23BABA5DB1D746FFC3FBBC9F6E4D0E65E","BD7896C5A017E6909EE31012C0A798B7FDF21AD2D633A34F40E3C51AEDB78C79","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_broad_recent_2023_2026.htm","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_broad_recent_2023_2026.identity.json","False","True"
"4","1","rdmc_tmv7b_w01_m1_continuous_continuous_2015_2026","F947B5627091E41C0C4EC0DD9C1214AB77CAFC2ACA694AFB6D22EF5DE20DED67","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","28C2388BF3C4AF8746734619DDED89D23BABA5DB1D746FFC3FBBC9F6E4D0E65E","0F1969FFA99C38486B8A11764AB3D5C88B946E227E67F8D2008D4BE128205AF5","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_continuous_continuous_2015_2026.htm","outputs\rdmc_tiered_momentum_v7_broad_package\reports_here\rdmc_tmv7b_w01_m1_continuous_continuous_2015_2026.identity.json","False","True"
