"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","mtsm_m63_e10_r200","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\001_mtsm_m63_e10_r200_older_2015_2018_m1.ini","True","mtsm_m63_e10_r200_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m63_e10_r200_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:55:55","2026-07-17T00:56:08"
"2","mtsm_m63_e10_r200","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\002_mtsm_m63_e10_r200_discovery_2019_2020_m1.ini","True","mtsm_m63_e10_r200_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m63_e10_r200_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:56:08","2026-07-17T00:56:18"
"3","mtsm_m63_e10_r200","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\003_mtsm_m63_e10_r200_continuous_2015_2020_m1.ini","True","mtsm_m63_e10_r200_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m63_e10_r200_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:56:18","2026-07-17T00:56:31"
"4","mtsm_m126_e10_r200","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\004_mtsm_m126_e10_r200_older_2015_2018_m1.ini","True","mtsm_m126_e10_r200_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m126_e10_r200_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:56:31","2026-07-17T00:56:44"
"5","mtsm_m126_e10_r200","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\005_mtsm_m126_e10_r200_discovery_2019_2020_m1.ini","True","mtsm_m126_e10_r200_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m126_e10_r200_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:56:44","2026-07-17T00:56:55"
"6","mtsm_m126_e10_r200","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\006_mtsm_m126_e10_r200_continuous_2015_2020_m1.ini","True","mtsm_m126_e10_r200_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m126_e10_r200_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:56:55","2026-07-17T00:57:08"
"7","mtsm_m252_e10_r200","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\007_mtsm_m252_e10_r200_older_2015_2018_m1.ini","True","mtsm_m252_e10_r200_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m252_e10_r200_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:57:08","2026-07-17T00:57:21"
"8","mtsm_m252_e10_r200","discovery_2019_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\008_mtsm_m252_e10_r200_discovery_2019_2020_m1.ini","True","mtsm_m252_e10_r200_discovery_2019_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m252_e10_r200_discovery_2019_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:57:21","2026-07-17T00:57:34"
"9","mtsm_m252_e10_r200","continuous_2015_2020","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\009_mtsm_m252_e10_r200_continuous_2015_2020_m1.ini","True","mtsm_m252_e10_r200_continuous_2015_2020_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m252_e10_r200_continuous_2015_2020_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:57:34","2026-07-17T00:57:47"
"10","mtsm_m126_e6_r200","older_2015_2018","1","REPORT_FOUND","RUN_HIDDEN","outputs\independent_multiscale_momentum_discovery_model1_package\configs\010_mtsm_m126_e6_r200_older_2015_2018_m1.ini","True","mtsm_m126_e6_r200_older_2015_2018_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\mtsm_m126_e6_r200_older_2015_2018_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-17T00:57:47","2026-07-17T00:57:58"
