"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"may_d10_r280","8","8","10184.16","5805.71","1107.9","214.18","2360.86","","0","0"
"may_d20_r280","8","8","7706.24","1106.74","1107.9","214.18","1106.74","","0","0"
"may_d31_r280","8","8","6709.14","1106.74","1107.9","214.18","1106.74","","0","0"
"may_d15_r280","8","8","4683.23","1106.74","1107.9","214.18","1106.74","","0","0"
"may_d20_r320","8","8","11783.96","963.34","4292.89","214.18","963.34","","-207.86","1"
"may_d15_r320","8","8","9028.77","963.34","4292.89","214.18","963.34","","-207.86","1"
