"Status","Profiles","ReportsParsed","EligibleProfiles","SelectedCandidate","SelectedProfileSha256","HoldoutPermitted","HoldoutOpened","Model4Opened","NewBest","SourceSha256","PortableBinarySha256","ResultsSha256","RunAttestationSha256","FrozenForwardCandidateChanged"
"DISCOVERY_SURVIVOR","10","30","8","pwa_trigger100","50CC443F2FE19D53EA38B15D10CD92242D7A291452B603EC4B2B7A67F0C78F42","True","False","False","False","F7AAEFF24C4A0FF8066C906A25F99462E1F2488765AD046364B970277AAD5B46","3334836C955F4F97C5769FF2CF87B7ACB9A9C7BF38ECE70BC692A6149376311D","10F10279E51F85E4EC994855D3F51039FD831CFBEBBD8798A35376DAEB19A9EB","0A149C7780EB24D6315C2D062C97A456ACFD7B1E10D25C354AD6ED79154AFEE2","False"
