"QueueRank","Profile","Candidate","Phase","Set","Window","From","To","Model","Deposit","PackageConfig","ExpectedReportName","ReportDestination","ConfigSha256","SourceSha256","ProfileSha256"
"1","tlat_rc2_di11","tlat_rc2_di11","critical","trade_ready_rc2","critical_2019","2019.01.01","2019.12.31","4","10000","outputs\three_lane_trade_ready_rc2_critical_model4_package\configs\001_tlat_rc2_di11_critical_2019_m4.ini","tlat_rc2_di11_critical_2019_m4","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di11_critical_2019_m4","09B1AB0A02DFC0223551DB60C49E1D268F2700669B99B3F7B4D0926AFDDE0E37","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","90F48D9203426ED6EA298BB634D5416752C55856D1C142CF03E362D78CA6D615"
"2","tlat_rc2_di11","tlat_rc2_di11","critical","trade_ready_rc2","critical_2022","2022.01.01","2022.12.31","4","10000","outputs\three_lane_trade_ready_rc2_critical_model4_package\configs\002_tlat_rc2_di11_critical_2022_m4.ini","tlat_rc2_di11_critical_2022_m4","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di11_critical_2022_m4","7A36A379426EEA1CD6CE67A3F6A4D45BF4E7127FC65DDDB4F8108066B3384BE7","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","90F48D9203426ED6EA298BB634D5416752C55856D1C142CF03E362D78CA6D615"
"3","tlat_rc2_di12_center","tlat_rc2_di12_center","critical","trade_ready_rc2","critical_2019","2019.01.01","2019.12.31","4","10000","outputs\three_lane_trade_ready_rc2_critical_model4_package\configs\003_tlat_rc2_di12_center_critical_2019_m4.ini","tlat_rc2_di12_center_critical_2019_m4","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di12_center_critical_2019_m4","C0B41118FBC3A285827CF63813CFD046CC2274417746F9BA02F44EE17789DC5B","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","22C2A6918152D9B68E3DF7FC85F530C17ED7D9AC9F2A99E942DDF002886AD885"
"4","tlat_rc2_di12_center","tlat_rc2_di12_center","critical","trade_ready_rc2","critical_2022","2022.01.01","2022.12.31","4","10000","outputs\three_lane_trade_ready_rc2_critical_model4_package\configs\004_tlat_rc2_di12_center_critical_2022_m4.ini","tlat_rc2_di12_center_critical_2022_m4","outputs\three_lane_trade_ready_rc2_critical_model4_package\reports_here\tlat_rc2_di12_center_critical_2022_m4","CA330FE0920220FAC119E918361B9035EFF7FB27D9390F51A8119B7F99B3BAD0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","22C2A6918152D9B68E3DF7FC85F530C17ED7D9AC9F2A99E942DDF002886AD885"
