"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base_mar10_may10","7","7","7909.84","3746.45","1107.93","214.3","1409.57","","0","0"
"d110_margin35_min005","7","7","6428.34","-1.66","4825.71","230.19","-1.66","","-1.66","2"
"d110_margin20_min005","7","7","6428.34","-1.66","4825.71","230.19","-1.66","","-1.66","2"
"d115_margin20_min005","7","7","6249","-182.69","3414.67","246.13","-182.69","","-182.69","2"
"d115_margin35_min005","3","3","3478.11","-182.69","3414.67","246.13","","","-182.69","1"
