TestWindow,Component,EntryTime,ExitTime,Profit,InitialRiskMoney,RiskR,Decision,BlockedByComponent,BlockedByEntryTime,BlockedByExitTime,SourceEvidence
2018,MTSM_CAP12_ANNUAL,2018-08-13T11:00:00,2018-08-13T19:49:29,21.20,10.600000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-08-15T12:00:00,2018-08-15T17:58:30,27.92,13.960000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-08-23T11:00:00,2018-08-24T08:00:00,2.26,12.180000,0.185550,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-09-10T08:00:00,2018-09-10T16:00:28,-13.88,13.840000,-1.002890,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-09-28T10:00:00,2018-09-28T15:56:28,-11.85,11.790000,-1.005089,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,RRO_DI12_CAP12_CONTINUOUS,2018-09-28T15:00:00,2018-09-28T17:56:38,72.20,32.300000,2.235294,BLOCK_OVERLAP,MTSM_CAP12_ANNUAL,2018-09-28T10:00:00,2018-09-28T15:56:28,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2018,MTSM_CAP12_ANNUAL,2018-10-08T11:00:00,2018-10-08T15:31:42,28.68,14.320000,2.002793,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-10-17T06:00:00,2018-10-17T11:40:37,-14.24,14.240000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-10-18T10:00:00,2018-10-18T12:20:04,-15.16,15.160000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-10-29T09:00:00,2018-10-30T12:25:04,29.71,14.910000,1.992622,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-10-31T06:00:00,2018-11-01T04:00:00,-0.30,11.200000,-0.026786,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-11-08T07:00:00,2018-11-08T21:02:38,-14.12,14.080000,-1.002841,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-11-09T06:00:00,2018-11-09T18:47:39,21.50,10.740000,2.001862,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,DDB045_ANNUAL_RESTART,2018-11-12T01:30:00,2018-11-20T15:27:25,-18.71,18.320000,-1.021288,ACCEPT,,,,DDB_REPORT_SHA256_AF6618359802D06DB5C448B25B706F9CE042C9A57476C4506E7139CC4F55C830
2018,RRO_DI12_CAP12_CONTINUOUS,2018-11-19T19:00:00,2018-11-19T19:58:02,-17.00,17.000000,-1.000000,BLOCK_OVERLAP,DDB045_ANNUAL_RESTART,2018-11-12T01:30:00,2018-11-20T15:27:25,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2018,MTSM_CAP12_ANNUAL,2018-11-27T09:00:00,2018-11-27T09:31:36,-15.19,15.120000,-1.004630,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-11-30T13:00:00,2018-11-30T18:59:38,1.20,12.440000,0.096463,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-12-14T10:00:00,2018-12-14T19:00:00,-5.01,12.090000,-0.414392,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2018,MTSM_CAP12_ANNUAL,2018-12-28T09:00:00,2018-12-28T10:26:38,-12.24,12.150000,-1.007407,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-01-03T09:00:00,2019-01-03T12:34:45,-10.30,10.140000,-1.015779,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-01-14T11:00:00,2019-01-14T15:39:40,-12.03,12.030000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-01-23T11:00:00,2019-01-23T15:16:19,-13.92,13.880000,-1.002882,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-01-25T10:00:00,2019-01-25T16:16:56,28.08,14.040000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-01-29T09:00:00,2019-01-29T15:11:48,26.10,13.000000,2.007692,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-01-31T16:00:00,2019-01-31T19:00:00,-8.30,11.540000,-0.719237,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-02-15T12:00:00,2019-02-15T18:00:00,-4.86,13.350000,-0.364045,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-03-06T09:00:00,2019-03-06T11:07:31,-14.91,14.820000,-1.006073,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-03-13T11:00:00,2019-03-14T03:12:44,-0.15,13.440000,-0.011161,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-03-22T16:00:00,2019-03-26T07:00:00,9.84,10.380000,0.947977,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-04-08T15:00:01,2019-04-08T15:50:51,26.46,13.080000,2.022936,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-04-30T13:00:00,2019-04-30T15:40:09,-13.64,13.280000,-1.027108,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-05-31T10:00:00,2019-05-31T17:40:10,26.16,13.080000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-06-03T11:00:00,2019-06-04T06:00:00,16.67,12.920000,1.290248,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-06-14T06:00:00,2019-06-14T16:00:00,3.38,11.120000,0.303957,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-07-30T13:00:00,2019-07-31T05:00:00,-1.49,12.300000,-0.121138,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-08-05T16:00:00,2019-08-05T18:06:25,-8.20,7.930000,-1.034048,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,R20_CURRENT_SOURCE_ANNUAL,2019-08-08T16:30:00,2019-08-08T21:01:57,44.30,21.200000,2.089623,ACCEPT,,,,R20_REPORT_SHA256_9B5514DB99A910002F8293A442375CF6344FF00DFDE76E1A34348147E93A7BC4
2019,MTSM_CAP12_ANNUAL,2019-08-13T10:00:00,2019-08-13T15:04:57,0.84,8.510000,0.098707,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-08-28T15:00:00,2019-08-28T16:50:34,-7.99,7.990000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-08-29T10:00:00,2019-08-29T11:00:10,-9.22,9.170000,-1.005453,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-09-20T09:00:00,2019-09-20T15:00:00,-12.20,13.180000,-0.925645,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-09-23T17:00:00,2019-09-24T03:00:00,-3.81,13.240000,-0.287764,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-10-14T13:00:00,2019-10-15T10:00:00,-4.31,9.400000,-0.458511,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-10-23T10:00:00,2019-10-24T11:00:00,-6.95,11.670000,-0.595544,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-10-25T11:00:00,2019-10-25T18:17:20,1.16,11.560000,0.100346,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-10-31T10:00:00,2019-10-31T14:32:41,26.46,13.020000,2.032258,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-11-13T08:00:00,2019-11-14T04:00:00,-0.68,14.190000,-0.047921,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-11-14T11:00:00,2019-11-15T02:00:00,-1.63,12.380000,-0.131664,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-11-20T10:00:00,2019-11-20T14:26:27,-11.16,11.160000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-12-04T10:00:00,2019-12-04T11:07:21,-11.82,11.700000,-1.010256,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-12-13T15:00:00,2019-12-13T16:02:09,-12.44,12.440000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,MTSM_CAP12_ANNUAL,2019-12-26T16:00:00,2019-12-27T08:27:16,1.09,14.760000,0.073848,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2019,DDB045_ANNUAL_RESTART,2019-12-27T02:45:00,2019-12-30T23:54:53,4.88,17.830000,0.273696,BLOCK_OVERLAP,MTSM_CAP12_ANNUAL,2019-12-26T16:00:00,2019-12-27T08:27:16,DDB_REPORT_SHA256_04AC4DA38AE485866144A0FB421EC58D3A8D04BEB66E46F4F323325031792AD0
2020,MTSM_CAP12_ANNUAL,2020-01-03T11:00:00,2020-01-06T01:05:00,62.51,14.920000,4.189678,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-01-17T15:00:00,2020-01-21T09:56:10,0.50,10.740000,0.046555,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-01-30T10:00:00,2020-01-30T16:34:18,-10.32,10.320000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,RRO_DI12_CAP12_CONTINUOUS,2020-01-30T21:00:00,2020-01-31T01:10:00,89.34,25.300000,3.531225,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2020,MTSM_CAP12_ANNUAL,2020-02-18T10:00:00,2020-02-18T17:28:16,30.48,15.080000,2.021220,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-02-19T11:00:00,2020-02-19T16:00:00,-9.46,14.280000,-0.662465,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,RRO_DI12_CAP12_CONTINUOUS,2020-02-20T16:00:00,2020-02-20T17:22:11,-42.40,39.300000,-1.078880,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2020,MTSM_CAP12_ANNUAL,2020-02-21T06:00:00,2020-02-21T15:02:37,26.34,13.160000,2.001520,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-05-28T13:00:00,2020-05-28T20:43:58,-9.97,9.900000,-1.007071,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-06-10T15:00:00,2020-06-10T18:03:01,-8.38,8.380000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-06-18T12:00:00,2020-06-18T12:48:27,-9.33,9.050000,-1.030939,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-06-19T15:00:00,2020-06-22T01:20:02,27.03,13.520000,1.999260,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-01T11:00:00,2020-07-01T13:32:08,-15.74,13.440000,-1.171131,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-06T15:00:00,2020-07-07T06:00:00,5.77,11.760000,0.490646,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-08T12:00:00,2020-07-08T17:23:40,15.51,7.750000,2.001290,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-15T11:00:00,2020-07-15T14:04:18,-13.64,13.380000,-1.019432,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-07-21T10:00:00,2020-07-21T15:22:17,29.00,14.180000,2.045134,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,R20_CURRENT_SOURCE_ANNUAL,2020-08-13T13:30:00,2020-08-13T14:05:48,-22.92,23.610000,-0.970775,ACCEPT,,,,R20_REPORT_SHA256_7C84B7568D323EBEE740C68405FAADA88346214631768DEA9D450FBD82CE51F4
2020,MTSM_CAP12_ANNUAL,2020-09-15T06:00:00,2020-09-15T16:51:16,-8.83,8.640000,-1.021991,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-10-08T16:00:00,2020-10-08T17:01:03,-8.69,8.610000,-1.009292,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-10-09T11:00:00,2020-10-12T01:06:55,16.44,8.280000,1.985507,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-10-19T14:00:00,2020-10-19T16:45:42,-12.86,12.680000,-1.014196,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-11-09T06:00:00,2020-11-09T13:46:49,-9.02,9.000000,-1.002222,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-11-20T08:00:00,2020-11-20T09:42:45,-14.96,14.860000,-1.006729,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-12-01T10:00:00,2020-12-01T13:16:17,17.75,8.860000,2.003386,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-12-16T11:00:00,2020-12-16T15:20:05,-9.45,9.280000,-1.018319,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2020,MTSM_CAP12_ANNUAL,2020-12-17T07:00:00,2020-12-17T10:37:28,28.44,14.100000,2.017021,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-02-12T09:00:00,2021-02-12T17:50:28,-12.08,12.040000,-1.003322,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,R20_CURRENT_SOURCE_ANNUAL,2021-03-09T09:00:00,2021-03-09T09:29:40,-23.40,23.400000,-1.000000,ACCEPT,,,,R20_REPORT_SHA256_BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F
2021,R20_CURRENT_SOURCE_ANNUAL,2021-03-10T13:45:00,2021-03-10T15:30:38,72.50,22.300000,3.251121,ACCEPT,,,,R20_REPORT_SHA256_BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F
2021,MTSM_CAP12_ANNUAL,2021-03-30T10:00:00,2021-03-30T14:50:29,16.00,7.990000,2.002503,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-03-31T06:00:00,2021-03-31T09:33:39,-8.63,8.570000,-1.007001,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-05-26T11:00:00,2021-05-26T16:59:16,-9.19,9.190000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-06-01T10:00:00,2021-06-01T11:20:29,-11.52,11.480000,-1.003484,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-07-16T14:00:00,2021-07-16T16:39:41,-13.96,13.920000,-1.002874,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-07-19T15:00:00,2021-07-19T15:54:40,-14.68,14.660000,-1.001364,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-07-28T17:00:00,2021-07-28T18:15:37,-13.78,13.780000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,R20_CURRENT_SOURCE_ANNUAL,2021-08-10T07:45:00,2021-08-10T09:13:38,27.36,25.200000,1.085714,ACCEPT,,,,R20_REPORT_SHA256_BC8352A7056A8082149053D0832B2BB4C6D1BF5B28AD02BBA256E2A8E85B8D9F
2021,MTSM_CAP12_ANNUAL,2021-08-17T09:00:00,2021-08-17T16:00:00,-2.20,7.630000,-0.288336,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-08-27T08:00:00,2021-08-27T12:00:00,-5.62,14.680000,-0.382834,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-09-14T20:00:00,2021-09-15T17:53:42,86.03,45.520000,1.889938,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-09-29T12:00:00,2021-09-29T16:10:05,-13.52,13.500000,-1.001481,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-10-04T03:00:00,2021-10-04T13:26:36,141.80,28.400000,4.992958,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-11T16:00:00,2021-10-11T16:35:37,-14.86,14.840000,-1.001348,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-18T10:00:00,2021-10-18T17:00:00,-4.29,7.650000,-0.560784,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-22T10:00:00,2021-10-22T17:09:59,17.53,8.760000,2.001142,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-25T17:00:00,2021-10-26T04:00:00,-2.58,9.750000,-0.264615,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-10-27T13:00:00,2021-10-27T16:38:39,110.70,39.200000,2.823980,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-10-28T06:00:00,2021-10-28T13:00:00,-3.78,11.880000,-0.318182,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-11-09T13:00:00,2021-11-09T13:42:13,-24.90,24.700000,-1.008097,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-11-12T11:00:00,2021-11-12T17:01:34,-14.34,14.340000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-11-22T13:00:00,2021-11-22T16:17:04,16.06,8.020000,2.002494,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-11-23T11:00:00,2021-11-23T18:58:15,18.90,9.440000,2.002119,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-11-30T21:00:00,2021-12-01T07:57:24,79.76,46.800000,1.704274,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-02T08:00:00,2021-12-02T15:00:00,-7.14,12.780000,-0.558685,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-12-16T05:00:00,2021-12-16T08:20:31,-25.50,25.500000,-1.000000,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-17T08:00:00,2021-12-17T21:00:00,-2.96,7.980000,-0.370927,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-21T15:00:00,2021-12-21T17:00:00,-13.18,13.540000,-0.973412,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2021,RRO_DI12_CAP12_CONTINUOUS,2021-12-21T19:00:00,2021-12-22T18:01:42,80.84,39.400000,2.051777,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2021,MTSM_CAP12_ANNUAL,2021-12-28T13:00:00,2021-12-28T16:07:39,-11.74,11.640000,-1.008591,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-01-28T12:00:00,2022-01-31T01:05:00,2.08,7.880000,0.263959,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-02-04T12:00:00,2022-02-04T15:31:40,-11.28,11.260000,-1.001776,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-02-16T12:00:00,2022-02-16T14:45:03,-13.46,13.400000,-1.004478,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-02-17T06:00:00,2022-02-17T10:28:39,15.14,7.570000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-03-08T15:15:00,2022-03-08T16:40:38,36.80,22.040000,1.669691,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-03-17T11:12:30,2022-03-17T20:11:36,0.84,8.480000,0.099057,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-04-13T19:00:00,2022-04-14T09:00:00,-8.95,9.710000,-0.921730,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-04-18T10:00:00,2022-04-18T18:00:00,-10.10,14.220000,-0.710267,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-04-29T15:00:00,2022-04-29T15:30:14,-9.93,9.910000,-1.002018,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-05-05T10:45:00,2022-05-05T11:10:37,-26.90,26.700000,-1.007491,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-05-09T16:30:00,2022-05-09T19:15:00,25.40,23.000000,1.104348,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-05-10T07:15:00,2022-05-10T10:30:00,12.54,27.940000,0.448819,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-05-18T07:00:00,2022-05-18T11:00:00,-6.98,9.170000,-0.761178,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-05-23T07:00:00,2022-05-23T15:56:39,0.94,9.370000,0.100320,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-05-27T11:00:00,2022-05-27T15:32:28,-13.68,13.680000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-06-02T10:00:00,2022-06-02T17:10:15,16.50,8.250000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-06-27T10:00:00,2022-06-27T14:56:40,-13.14,13.110000,-1.002288,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-06-29T10:00:00,2022-06-29T13:38:25,-10.72,10.700000,-1.001869,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-07-01T07:00:00,2022-07-01T14:18:31,25.42,12.700000,2.001575,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-07-08T11:00:00,2022-07-08T15:12:38,-7.84,7.830000,-1.001277,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
