"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"conflict_march_only","30","30","3474.69","","","","","","0","0"
"stable","30","30","2739.91","","","","","","0","0"
