"Candidate","SourceType","Phase","Expected","ParsedReports","ParsedLogs","ParsedTotal","Missing","Unparsed","TotalNetProfit","WorstNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","WorstDrawdownPercent","MinProfitFactor","TotalTrades"
"r10_pg40_atr085_control","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","154.3","-24.87","3.09","-2.5","3.09","-2.5","11.91","0.4667","57"
"r10_pg40_atr085_adapt6","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","22.12","-55.32","0.44","-5.55","0.44","-5.55","8.99","0.558","36"
"r10_pg40_atr085_adapt7","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","226.91","15.72","4.55","1.57","4.55","1.57","7.08","0","19"
"r10_pg40_atr085_session","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","118.59","-24.87","2.37","-2.5","2.37","-2.5","11.91","0.4667","49"
"r10_pg40_atr085_adapt6_session","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","-2.98","-55.32","-0.06","-5.55","-0.06","-5.55","8.99","0.558","34"
"r10_pg40_atr085_adapt7_session","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","185.25","15.72","3.72","1.57","3.72","1.57","7.08","0","18"
"r10_pg40_atr085_adx22","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","154.3","-24.87","3.09","-2.5","3.09","-2.5","11.91","0.4667","57"
"r10_pg40_atr085_adx24","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","154.3","-24.87","3.09","-2.5","3.09","-2.5","11.91","0.4667","57"
"r10_pg40_atr085_no_diagfallback","peak_r20_regime_combo_sweep","phase4_regime_combo_sweep_model1","5","0","5","5","0","0","151.08","-29.2","3.03","-2.93","3.03","-2.93","9.05","0.6622","29"
