"Status","SourceSha256","ReportsParsed","ReportsIdentityPassed","Candidates","NumericPasses","IdentityRetries","HoldoutOpened","Model4Opened","ResultsSha256","CanonicalRunSha256"
"REJECTED_IN_DISCOVERY","534D767F2B04A0ADB3ECC6C121CAEF6A3FB26652ACFE26C64EA45F146E67B427","42","42","14","0","1","False","False","17463A5BA33B3E74AAA8D9B7BF9E4B0B0246E48A3CE545F50CF0E16F05BEFE9F","EA277D77C9354BAD181FB54B11103492D6F6FAF48FD30252585F26D043A0B23F"
