"QueueRank","Candidate","Role","Window","From","To","Model","ProfileSha256","SourceSha256","BinarySha256","NetProfit","TotalReturnPercent","CagrPercent","ProfitFactor","TotalTrades","WinRatePercent","MaxDrawdownPercent","RecoveryFactor","ReturnDrawdown","SharpeRatio","MaxConsecutiveLosses","ReportSha256"
"1","msec_control","control","older_2015_2018","2015.01.01","2018.12.31","4","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","988.8","9.89","2.39","1.89","187","44.92","1.12","8.3719","8.8304","20.04","6","C7210FC15843D5F99D2D3203ACC57D4FE1C27298A135E1B2FEB7549822943E6B"
"2","msec_control","control","middle_2019_2022","2019.01.01","2022.12.31","4","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","743.07","7.43","1.81","1.87","131","39.69","1.23","5.9049","6.0407","6.86","8","21304DA1D174E6A7D792B89E1EAE07C2C3B52C2671B71089EF46A11E2233F129"
"3","msec_control","control","recent_2023_2026","2023.01.01","2026.07.12","4","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","602.11","6.02","1.67","2.28","76","48.68","1.24","4.7859","4.8548","13.5","6","AE1BA2A4598A8602F17C873431433B66C80C0B1D01B38F875EA99C0E96E84E1A"
"4","msec_control","control","continuous_2015_2026","2015.01.01","2026.07.12","4","EBF91F101273422422008BE481D8FF97448556384EBCCF561E7CBFC563A741F1","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","2428.5","24.28","1.9","1.89","404","44.31","1.18","17.0889","20.5763","9.65","8","CC455B65B91FA55507FBA5FA687EDA4B1CB63347CF811623A0F96F2C764C2914"
"5","msec_center_060","center","older_2015_2018","2015.01.01","2018.12.31","4","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","1031.38","10.31","2.49","1.95","184","45.65","1.12","8.7324","9.2054","20.99","6","9521A5A251640A5A3E8F16A909D36E877161A682F808E25F1B2BBD52FD394715"
"6","msec_center_060","center","middle_2019_2022","2019.01.01","2022.12.31","4","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","743.07","7.43","1.81","1.87","131","39.69","1.23","5.9049","6.0407","6.86","8","28E8635FF43593A0FDD2133B80F5247E9C0B4EE8C454B9496E56E6BA87FDE06A"
"7","msec_center_060","center","recent_2023_2026","2023.01.01","2026.07.12","4","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","603.29","6.03","1.68","2.28","75","49.33","1.24","4.7952","4.8629","13.58","6","B315105D756D268878B1F42F323A7D8F6860D4470A4757F3DD1A82C044AF3240"
"8","msec_center_060","center","continuous_2015_2026","2015.01.01","2026.07.12","4","ACFCE73E2A48723334CC416715F047E3CEA87018D46B12B8A6CB0663E025BA1C","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D85336B07A8C34C4567537D5C9BD7CDC0F31D0B8ED67B73BAC1088B19E126123","2492.25","24.92","1.95","1.93","400","44.75","1.18","17.5375","21.1186","9.91","8","470C44F1B2426768379BF70706CE164F25A572F6B92CFEEBE54F0B3A1513EDF4"
