"Worker","QueueRank","Candidate","Window","Status","ReportPath","Evidence","PackageSourceSha256","PortableBinarySha256","PortableExpertRecompiled","Started","Finished"
"1","1","mac_fixed_control","repair_2019_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_fixed_control_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","C4E147EF6801C7221A65623C6D57D2E45E73952B37581A6F1846E5C4F42CA4E3","False","2026-07-18T00:09:39","2026-07-18T00:09:52"
"2","2","mac_fixed_control","continuous_2015_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_fixed_control_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","929B4734736687AE59EB869A4AE090C96489F87554ED55FF65CB96BF69F72471","True","2026-07-18T00:07:03","2026-07-18T00:07:28"
"3","3","mac_cap024","repair_2019_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_cap024_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","7EAA4B275AB194CDCDCBA580E9142703D5FF78055A9E8087263381E2639FE572","True","2026-07-18T00:07:03","2026-07-18T00:07:22"
"4","4","mac_cap024","continuous_2015_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_cap024_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","5F5F956C55855DCB297FC57523EDBAD6044B7D304A4BE4E7BC6530CDF3EE8178","True","2026-07-18T00:07:03","2026-07-18T00:07:30"
"1","5","mac_cap026","repair_2019_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_cap026_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","C4E147EF6801C7221A65623C6D57D2E45E73952B37581A6F1846E5C4F42CA4E3","False","2026-07-18T00:07:23","2026-07-18T00:07:37"
"2","6","mac_cap026","continuous_2015_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_cap026_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","929B4734736687AE59EB869A4AE090C96489F87554ED55FF65CB96BF69F72471","False","2026-07-18T00:07:28","2026-07-18T00:07:43"
"3","7","mac_cap028","repair_2019_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_cap028_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","7EAA4B275AB194CDCDCBA580E9142703D5FF78055A9E8087263381E2639FE572","False","2026-07-18T00:07:22","2026-07-18T00:07:36"
"4","8","mac_cap028","continuous_2015_2020","REPORT_FOUND","outputs\rc2_momentum_atr_cap_repair_model1_package\reports_here\mac_cap028_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302","5F5F956C55855DCB297FC57523EDBAD6044B7D304A4BE4E7BC6530CDF3EE8178","False","2026-07-18T00:07:30","2026-07-18T00:07:46"
